form	lemma	POS	morph
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
euſſent	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
acheué	achever	VERppe	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	MORPH=empty
reſtoit	rester	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
iour	jour	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
moins	moins	ADVgen	MORPH=empty
d’	de	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
demy	demi	ADJqua	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
quart	quart	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
heure	heure	NOMcom	NOMB.=s|GENRE=f
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
force	force	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
amuſoient	amuser	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
qu’	que	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=f
courbettes	courbette	NOMcom	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
reſpirant	respirer	VERppa	NOMB.=x|GENRE=x
vn	un	DETndf	NOMB.=s|GENRE=m
air	air	NOMcom	NOMB.=s|GENRE=m
marin	marin	ADJqua	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
faiſoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
hannir	hennir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
aduertiſſoit	avertir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mer	mer	NOMcom	NOMB.=s|GENRE=f
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
proche	proche	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
l’	le	DETdef	NOMB.=s|GENRE=x
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
Maiſtre	maître	NOMpro	NOMB.=s|GENRE=m
ſe	il	PROrel	PERS.=3|NOMB.=s|GENRE=m|CAS=r
couche	coucher	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
toutes	tout	DETind	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
nuits	nuit	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Pour	pour	PRE	MORPH=empty
parler	parler	VERinf	MORPH=empty
plus	plus	ADVgen	MORPH=empty
humainement	humainement	ADVgen	MORPH=empty
&	et	CONcoo	MORPH=empty
plus	plus	ADVgen	MORPH=empty
intelligiblement	intelligiblement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
entre	entre	PRE	MORPH=empty
cinq	cinq	PROcar	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
ſix	six	PROcar	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
quand	quand	CONsub	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
charette	charrette	NOMcom	NOMB.=s|GENRE=f
entra	entrer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
dans	dans	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
Halles	halle	NOMpro	NOMB.=p|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Mans	Mans	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Cette	ce	DETdem	NOMB.=s|GENRE=f
charette	charrette	NOMcom	NOMB.=s|GENRE=f
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
attellée	atteler	VERppe	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
quatre	quatre	DETcar	NOMB.=p|GENRE=m
bœufs	bœuf	NOMcom	NOMB.=p|GENRE=m
fort	fort	ADVgen	MORPH=empty
maigres	maigre	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
conduits	conduire	VERppe	NOMB.=p|GENRE=m
par	par	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
Iument	jument	NOMpro	NOMB.=s|GENRE=f
Poulliniere	poulinière	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
dont	dont	PROrel	NOMB.=x|GENRE=x|CAS=i
le	le	DETdef	NOMB.=s|GENRE=m
poullain	poulain	NOMcom	NOMB.=s|GENRE=m
alloit	aller	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
&	et	CONcoo	MORPH=empty
venoit	venir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
entour	entour	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
charette	charrette	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
petit	petit	ADJqua	NOMB.=s|GENRE=m
fou	fou	NOMcom	NOMB.=s|GENRE=m
qu’	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
charette	charrette	NOMcom	NOMB.=s|GENRE=f
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
pleine	plein	ADJqua	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
coffres	coffre	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
malles	malle	NOMcom	NOMB.=p|GENRE=f
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
gros	gros	ADJqua	NOMB.=p|GENRE=m
paquets	paquet	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
toilles	toile	NOMcom	NOMB.=p|GENRE=f
peintes	peindre	VERppe	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
faiſoient	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
comme	comme	CONsub	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
Pyramide	pyramide	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
haut	haut	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
paroiſſoit	paraître	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
vne	un	DETndf	NOMB.=s|GENRE=f
Demoiſelle	demoiselle	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
habillée	habiller	VERppe	NOMB.=s|GENRE=f
moitié	moitié	ADVgen	MORPH=empty
ville	ville	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
moitié	moitié	ADVgen	MORPH=empty
campagne	campagne	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Vn	un	DETndf	NOMB.=s|GENRE=m
ieune	jeune	ADJqua	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
auſſi	aussi	ADVgen	MORPH=empty
pauure	pauvre	ADJqua	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
habits	habit	NOMcom	NOMB.=p|GENRE=m
que	que	CONsub	MORPH=empty
riche	riche	ADJqua	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
mine	mine	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
marchoit	marcher	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
coſté	côté	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
charette	charrette	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
vne	un	DETndf	NOMB.=s|GENRE=f
grande	grand	ADJqua	NOMB.=s|GENRE=f
emplaſtre	emplâtre	NOMcom	NOMB.=s|GENRE=f
ſur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
viſage	visage	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
couuroit	couvrir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
vn	un	DETndf	NOMB.=s|GENRE=m
œil	œil	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
moitié	moitié	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
ioüe	joue	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
portoit	porter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
vn	un	DETndf	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
fuzil	fusil	NOMcom	NOMB.=s|GENRE=m
ſur	sur	PRE	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
eſpaule	épaule	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
dont	dont	PROrel	NOMB.=x|GENRE=x|CAS=i
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
aſſaſſiné	assassiner	VERppe	NOMB.=s|GENRE=m
pluſieurs	plusieurs	DETind	NOMB.=p|GENRE=x
Pies	pie	NOMpro	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Geais	geai	NOMpro	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
Corneilles	corneille	NOMpro	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
faiſoient	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
comme	comme	CONsub	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
bandoülliere	bandoulière	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
bas	bas	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
pendoient	pendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
pieds	pied	NOMcom	NOMB.=p|GENRE=m
vne	un	DETndf	NOMB.=s|GENRE=f
poulle	poule	NOMcom	NOMB.=s|GENRE=f
&	et	CONcoo	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
oyzon	oison	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
auoient	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
bien	bien	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mine	mine	NOMcom	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
auoir	avoir	VERinf	MORPH=empty
eſté	être	VERppe	NOMB.=s|GENRE=m
pris	prendre	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
petite	petit	ADJqua	NOMB.=s|GENRE=f
guerre	guerre	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
chappeau	chapeau	NOMcom	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n’	ne	ADVneg	MORPH=empty
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
qu’	que	ADVgen	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
bonnet	bonnet	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
nuit	nuit	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
entortillé	entortiller	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
jarretieres	jarretière	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
differentes	différent	ADJqua	NOMB.=p|GENRE=f
couleurs	couleur	NOMcom	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
cét	ce	DETdem	NOMB.=s|GENRE=m
habillement	habillement	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
teſte	tête	NOMcom	NOMB.=s|GENRE=f
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ſans	sans	PRE	MORPH=empty
doute	doute	NOMcom	NOMB.=s|GENRE=m
vn	un	DETndf	NOMB.=s|GENRE=m
Turban	turban	NOMpro	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
n’	ne	ADVneg	MORPH=empty
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
encore	encore	ADVgen	MORPH=empty
qu’	que	ADVgen	MORPH=empty
esbauché	ébaucher	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
auquel	à_lequel	PRE.PROrel	NOMB.=s|GENRE=m
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
n’	ne	ADVneg	MORPH=empty
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
pas	pas	ADVgen	MORPH=empty
encore	encore	ADVgen	MORPH=empty
donné	donner	VERppe	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
derniere	dernier	ADJqua	NOMB.=s|GENRE=f
main	main	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
pourpoint	pourpoint	NOMcom	NOMB.=s|GENRE=m
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
vne	un	DETndf	NOMB.=s|GENRE=f
caſaque	casaque	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
griſette	grisette	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ceinte	ceindre	VERppe	NOMB.=s|GENRE=f
auec	avec	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
courroye	courroie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
ſeruoit	servir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
auſſi	aussi	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
ſouſtenir	soutenir	VERinf	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
eſpée	épée	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	MORPH=empty
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ſi	si	ADVgen	MORPH=empty
lõgue	long	ADJqua	NOMB.=s|GENRE=f
qu’	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
en	en	PROadv	MORPH=empty
pouuoit	pouvoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
aider	aider	VERinf	MORPH=empty
adroitement	adroitement	ADVgen	MORPH=empty
ſans	sans	PRE	MORPH=empty
fourchette	fourchette	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
portoit	porter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
des	un	DETndf	NOMB.=p|GENRE=f
chauſſes	chausse	NOMcom	NOMB.=p|GENRE=f
trouſſées	trousser	VERppe	NOMB.=p|GENRE=f
à	à	PRE	MORPH=empty
bas	bas	ADVgen	MORPH=empty
d’	de	PRE	MORPH=empty
attache	attache	NOMcom	NOMB.=s|GENRE=f
comme	comme	CONsub	MORPH=empty
celles	celui	PROdem	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
Comediens	comédien	NOMpro	NOMB.=p|GENRE=m
quand	quand	CONsub	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
repreſentent	représenter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
vn	un	DETndf	NOMB.=s|GENRE=m
Heros	héros	NOMpro	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
antiquité	antiquité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ſoulliers	soulier	NOMcom	NOMB.=p|GENRE=m
des	un	DETndf	NOMB.=p|GENRE=m
brodequins	brodequin	NOMcom	NOMB.=p|GENRE=m
à	à	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
antique	antique	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
bouës	boue	NOMcom	NOMB.=p|GENRE=f
auoient	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
gaſtez	gâter	VERppe	NOMB.=p|GENRE=m
iuiſqu’	jusque	PRE	MORPH=empty
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
cheuille	cheville	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
pied	pied	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Vn	un	DETndf	NOMB.=s|GENRE=m
vieillard	vieillard	NOMcom	NOMB.=s|GENRE=m
veſtu	vêtir	VERppe	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
regulierement	régulièrement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
quoy	quoi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
tres	très	ADVgen	MORPH=empty
-	-	PONfbl	MORPH=empty
mal	mal	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
marchoit	marcher	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
coſté	côté	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
portoit	porter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ſur	sur	PRE	MORPH=empty
ſes	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
eſpaules	épaule	NOMcom	NOMB.=p|GENRE=f
vne	un	DETndf	NOMB.=s|GENRE=f
baſſe	bas	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
viole	viole	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
parce	parce	ADVgen	MORPH=empty
qu’	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
courboit	courber	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
vn	un	DETndf	NOMB.=s|GENRE=m
peu	peu	PROind	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
marchant	marcher	VERppa	NOMB.=x|GENRE=x
,	,	PONfbl	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
l’	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
euſt	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
pris	prendre	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
loing	loin	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
groſſe	gros	ADJqua	NOMB.=s|GENRE=f
Tortuë	tortue	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
marchoit	marcher	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ſur	sur	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
jambes	jambe	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
derriere	derrière	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Quelque	quelque	DETind	NOMB.=s|GENRE=m
Critique	critique	NOMpro	NOMB.=s|GENRE=m
murmurera	murmurer	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
comparaiſon	comparaison	NOMcom	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
cauſe	cause	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
peu	peu	PROind	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
proportion	proportion	NOMcom	NOMB.=s|GENRE=f
qu’	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
d’	de	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
Tortuë	tortue	NOMpro	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
i’	je	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
entens	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
parler	parler	VERinf	MORPH=empty
