form	lemma	POS	morph
contraint	contraindre	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
oeuure	œuvre	NOMcom	NOMB.=s|GENRE=f
SElon	selon	PRE	MORPH=empty
q̃	que	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
trouue	trouver	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
es	en_le	PRE.DETdef	NOMB.=p|GENRE=m
ãciens	ancien	ADJqua	NOMB.=p|GENRE=m
registres	registre	NOMcom	NOMB.=p|GENRE=m
ces	ce	DETdem	NOMB.=p|GENRE=f
euãgiles	évangile	NOMcom	NOMB.=p|GENRE=f
furent	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
cõmencees	commencer	VERppe	NOMB.=p|GENRE=f
des	dès	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
premier	premier	ADJord	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
secõd	second	ADJord	NOMB.=s|GENRE=m
aage	âge	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
mõde	monde	NOMcom	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
tẽps	temps	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	NOMB.=s|GENRE=m
regnoit	régner	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
puissãt	puissant	ADJqua	NOMB.=s|GENRE=m
roy	roi	NOMcom	NOMB.=s|GENRE=m
zoroastes	Zoroastre	NOMpro	NOMB.=s|GENRE=m
qui	qui	PROrel	NOMB.=s|GENRE=m
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
premier	premier	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	NOMB.=s|GENRE=m
trouua	trouver	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=m
art	art	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
nigromãci	nigromancie	NOMcom	NOMB.=s|GENRE=f
le	le	DETdef	NOMB.=s|GENRE=m
quel	quel	DETrel	NOMB.=s|GENRE=m
art	art	NOMcom	NOMB.=s|GENRE=m
amoureusemẽt	amoureusement	ADVgen	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
requist	requérir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
secretaire	secrétaire	NOMcom	NOMB.=s|GENRE=m
uoulsisse	vouloir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
pareillemẽt	pareillement	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
autres	autre	PROind	NOMB.=p|GENRE=f
Et	et	CONcoo	MORPH=empty
quelles	que_il	CONsub.PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
feroient	faire	VERcjg	MODE=con|PERS.=3|NOMB.=p
guerdonner	guerdonner	VERinf	MORPH=empty
ꝑ	par	PRE	MORPH=empty
aucũes	aucun	PROind	NOMB.=p|GENRE=f
d	de	PRE	MORPH=empty
elles	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=i
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
plus	plus	ADVgen	MORPH=empty
ieunes	jeune	ADJqua	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
a	à	PRE	MORPH=empty
mõ	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
chois	choix	NOMcom	NOMB.=s|GENRE=m
duquel	de_lequel	PRE.DETrel	NOMB.=s|GENRE=m
guerdon	guerdon	NOMcom	NOMB.=s|GENRE=m
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=r
remercie	remercier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
et	et	CONcoo	MORPH=empty
dont	dont	PROrel	NOMB.=s|GENRE=m
desia	déjà	PRE	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
tiẽs	tenir	VERppe	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
pour	pour	PRE	MORPH=empty
cõtent	content	ADJqua	NOMB.=s|GENRE=x
Ordonnance	ordonnance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
premiere	premier	ADJord	NOMB.=s|GENRE=f
iournee	journée	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
descriptiõ	description	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dame	dame	NOMcom	NOMB.=s|GENRE=f
ysengrine	Ysengrine	NOMpro	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
glay	glai	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=f
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
LE	le	DETdef	NOMB.=s|GENRE=m
lũdi	lundi	NOMcom	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
soir	soir	NOMcom	NOMB.=s|GENRE=m
entre	entre	PRE	MORPH=empty
sept	sept	DETcar	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
huit	huit	DETcar	NOMB.=p|GENRE=f
heures	heure	NOMcom	NOMB.=p|GENRE=f
apres	après	PRE	MORPH=empty
soupꝑ	souper	NOMcom	NOMB.=s|GENRE=m
s	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=r
assemblerent	assembler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=f
dictes	dire	VERppe	NOMB.=p|GENRE=f
six	six	ADJcar	NOMB.=p|GENRE=f
dames	dame	NOMcom	NOMB.=p|GENRE=f
ensemble	ensemble	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
uoisines	voisin	NOMcom	NOMB.=p|GENRE=f
qui	qui	PROrel	NOMB.=p|GENRE=f
acoustume	accoutume	NOMcom	NOMB.=s|GENRE=f
auoient	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
d	de	PRE	MORPH=empty
y	y	PROadv	MORPH=empty
uenir	venir	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
plusieurs	plusieurs	DETind	NOMB.=p|GENRE=f
autres	autre	PROind	NOMB.=p|GENRE=f
qͥ	qui	PROrel	NOMB.=p|GENRE=f
y	y	PROadv	MORPH=empty
furẽt	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
ĩuitees	inviter	VERppe	NOMB.=p|GENRE=f
qui	qui	PROrel	NOMB.=p|GENRE=f
encor	encore	ADVgen	MORPH=empty
n	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
auoiẽt	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
este	être	VERppe	NOMB.=p|GENRE=f
a	à	PRE	MORPH=empty
ouir	ouïr	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
mistere	mystère	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	NOMB.=s|GENRE=m
illec	illuec	ADVgen	MORPH=empty
se	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
deuoit	devoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
faire	faire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Dame	dame	NOMcom	NOMB.=s|GENRE=f
ysengrine	Ysengrine	NOMpro	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
glay	glai	NOMcom	NOMB.=s|GENRE=m
y	y	PROadv	MORPH=empty
uĩt	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
acõpaignee	accompagner	VERppe	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
cõgnoissãce	connaissance	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=p|GENRE=f
toutes	tout	PROind	NOMB.=p|GENRE=f
aporterẽt	apporter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
q̃noilles	quenouille	NOMcom	NOMB.=p|GENRE=f
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
fizeaux	fuseau	NOMcom	NOMB.=p|GENRE=m
estãdars	étendard	NOMcom	NOMB.=p|GENRE=m
happles	hasple	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
agoubilles	agobilles	NOMcom	NOMB.=p|GENRE=f
seruãs	servir	VERppa	NOMB.=p|GENRE=f
a	à	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=m
art	art	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
et	et	CONcoo	MORPH=empty
a	à	PRE	MORPH=empty
bref	bref	ADVgen	MORPH=empty
parler	parler	VERinf	MORPH=empty
se	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
sembloit	sembler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
ueoir	voir	VERinf	MORPH=empty
ung	un	DETndf	NOMB.=s|GENRE=m
droict	droit	ADJqua	NOMB.=s|GENRE=m
marche	marché	NOMcom	NOMB.=s|GENRE=m
ou	où	PROrel	NOMB.=s|GENRE=m
l	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=n
en	on	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=n
ne	ne	ADVneg	MORPH=empty
uendoit	vendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
parolles	parole	NOMcom	NOMB.=p|GENRE=f
