form	lemma	POS	morph
Et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
aimables	aimable	ADJqua	NOMB.=p|GENRE=m
débauchés	débauché	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
qui	qui	PROrel	MORPH=empty
,	,	PONfbl	MORPH=empty
depuis	depuis	PRE	MORPH=empty
votre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
jeunesse	jeunesse	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
n’	ne	ADVneg	MORPH=empty
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
plus	plus	ADVgen	MORPH=empty
d’	un	PRE	MORPH=empty
autres	autre	DETind	NOMB.=p|GENRE=m
freins	frein	NOMcom	NOMB.=p|GENRE=m
que	que	ADVgen	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
desirs	désir	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
d’	de	PRE	MORPH=empty
autres	autre	DETind	NOMB.=p|GENRE=f
loix	loi	NOMcom	NOMB.=p|GENRE=f
que	que	ADVgen	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
caprices	caprice	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
cinique	cynique	NOMcom	NOMB.=s|GENRE=m
Dolmancé	Dolmancé	NOMpro	NOMB.=s|GENRE=x
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=i
serve	servir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
d’	de	PRE	MORPH=empty
exemple	exemple	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
allez	aller	VERcjg	MODE=imp|PERS.=2|NOMB.=p
aussi	aussi	ADVgen	MORPH=empty
loin	loin	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
,	,	PONfbl	MORPH=empty
si	si	CONsub	MORPH=empty
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
,	,	PONfbl	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
voulez	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
parcourir	parcourir	VERinf	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
routes	route	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
fleurs	fleur	NOMcom	NOMB.=p|GENRE=f
que	que	PROrel	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
lubricité	lubricité	NOMcom	NOMB.=s|GENRE=f
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=i
prépare	préparer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
convainquez	convaincre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
-vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
à	à	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
école	école	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
n’	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu’	que	ADVgen	MORPH=empty
en	en	PRE	MORPH=empty
étendant	étendre	VERppa	NOMB.=x|GENRE=x
la	le	DETdef	NOMB.=s|GENRE=f
sphère	sphère	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
goûts	goût	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
fantaisies	fantaisie	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
n’	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu’	que	ADVgen	MORPH=empty
en	en	PRE	MORPH=empty
sacrifiant	sacrifier	VERppa	NOMB.=x|GENRE=x
tout	tout	PROind	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
volupté	volupté	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
malheureux	malheureux	ADJqua	NOMB.=s|GENRE=m
individu	individu	NOMcom	NOMB.=s|GENRE=m
connu	connaître	VERppe	NOMB.=s|GENRE=m
sous	sous	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
nom	nom	NOMcom	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
homme	homme	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
jeté	jeter	VERppe	NOMB.=s|GENRE=m
malgré	malgré	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
sur	sur	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
triste	triste	ADJqua	NOMB.=s|GENRE=m
univers	univers	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
réussir	réussir	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
semer	semer	VERinf	MORPH=empty
quelques	quelque	DETind	NOMB.=p|GENRE=f
roses	rose	NOMcom	NOMB.=p|GENRE=f
sur	sur	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
épines	épine	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
LA	le	DETdef	NOMB.=s|GENRE=f
PHILOSOPHIE	philosophie	NOMcom	NOMB.=s|GENRE=f
DANS	dans	PRE	MORPH=empty
LE	le	DETdef	NOMB.=s|GENRE=m
BOUDOIR	boudoir	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
LES	le	DETdef	NOMB.=p|GENRE=m
INSTITUTEURS	instituteur	NOMcom	NOMB.=p|GENRE=m
IMMORAUX	immoral	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
OU	ou	CONcoo	MORPH=empty
DIALOGUES	dialogue	NOMcom	NOMB.=p|GENRE=m
Destinés	destiner	VERppe	NOMB.=p|GENRE=m
à	à	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
éducation	éducation	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
jeunes	jeune	ADJqua	NOMB.=p|GENRE=f
Demoiselles	demoiselle	NOMpro	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
PREMIER	premier	ADJord	NOMB.=s|GENRE=m
DIALOGUE	dialogue	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Madame	madame	NOMcom	NOMB.=s|GENRE=f
DE	de	NOMpro	MORPH=empty
SAINT	Saint	NOMpro	NOMB.=s|GENRE=x
-	-	PONfbl	MORPH=empty
ANGE	Ange	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Chevalier	chevalier	NOMpro	NOMB.=s|GENRE=m
DE	de	NOMpro	MORPH=empty
MIRVEL	Mirvel	NOMpro	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Madame	madame	NOMcom	NOMB.=s|GENRE=f
DE	de	NOMpro	MORPH=empty
SAINT	Saint	NOMpro	NOMB.=s|GENRE=x
-	-	PONfbl	MORPH=empty
ANGE	Ange	NOMpro	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Bonjour	bonjour	NOMcom	NOMB.=s|GENRE=m
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
frere	frère	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
eh	eh	INJ	MORPH=empty
bien	bien	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
M	monsieur	NOMcom	NOMB.=s|GENRE=m
.	.	PONpxx	MORPH=empty
Dolmancé	Dolmancé	NOMpro	NOMB.=s|GENRE=x
?	?	PONfrt	MORPH=empty
LE	le	DETdef	NOMB.=s|GENRE=m
CHEVALIER	chevalier	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
arrivera	arriver	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
quatre	quatre	DETcar	MORPH=empty
heures	heure	NOMcom	NOMB.=p|GENRE=f
précises	précis	ADJqua	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
dînons	dîner	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
qu’	que	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
sept	sept	PROcar	MORPH=empty
,	,	PONfbl	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
aurons	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=f|CAS=n
vois	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
,	,	PONfbl	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
jaser	jaser	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Madame	madame	NOMcom	NOMB.=s|GENRE=f
DE	de	NOMpro	MORPH=empty
SAINT	Saint	NOMpro	NOMB.=s|GENRE=x
-	-	PONfbl	MORPH=empty
ANGE	Ange	NOMpro	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Sais	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
-tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
frère	frère	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=r
repents	repentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
peu	peu	PROind	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
curiosité	curiosité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
projets	projet	NOMcom	NOMB.=p|GENRE=m
obscènes	obscène	ADJqua	NOMB.=p|GENRE=m
formés	former	VERppe	NOMB.=p|GENRE=m
pour	pour	PRE	MORPH=empty
aujourd’hui	aujourd'hui	ADVgen	MORPH=empty
;	;	PONfbl	MORPH=empty
en	en	PRE	MORPH=empty
verité	vérité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
ami	ami	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
es	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
trop	trop	ADVgen	MORPH=empty
indulgent	indulgent	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
plus	plus	ADVgen	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=n
devrais	devoir	VERcjg	MODE=con|PERS.=1|NOMB.=s
être	être	VERinf	MORPH=empty
raisonnable	raisonnable	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
plus	plus	ADVgen	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
maudite	maudit	ADJqua	NOMB.=s|GENRE=f
tête	tête	NOMcom	NOMB.=s|GENRE=f
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
irrite	irriter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
devient	devenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
libertine	libertin	ADJqua	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i
passes	passer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
tout	tout	PROind	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
cela	cela	PROdem	NOMB.=s|GENRE=n
ne	ne	ADVneg	MORPH=empty
sert	servir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu’	que	ADVgen	MORPH=empty
a	à	PRE	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=r
gâter	gâter	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
A	à	PRE	MORPH=empty
vingt-six	vingt-six	DETcar	MORPH=empty
ans	an	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=n
devrais	devoir	VERcjg	MODE=con|PERS.=1|NOMB.=s
être	être	VERinf	MORPH=empty
dejà	déjà	ADVgen	MORPH=empty
dévote	dévot	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=n
ne	ne	ADVneg	MORPH=empty
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
encore	encore	ADVgen	MORPH=empty
que	que	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
débordée	déborder	VERppe	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
femmes	femme	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
On	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
n’	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
d’	de	PRE	MORPH=empty
idée	idée	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=n
conçois	concevoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
ami	ami	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=n
voudrais	vouloir	VERcjg	MODE=con|PERS.=1|NOMB.=s
faire	faire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
J’	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=n
imaginais	imaginer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
qu’	que	CONsub	MORPH=empty
en	en	PRE	MORPH=empty
m’	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=r
en	en	PRE	MORPH=empty
tenant	tenir	VERppa	NOMB.=x|GENRE=x
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=f
femmes	femme	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
cela	cela	PROdem	NOMB.=s|GENRE=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=r
rendrait	rendre	VERcjg	MODE=con|PERS.=3|NOMB.=s
sage	sage	ADJqua	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
que	que	CONsub	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
desirs	désir	NOMcom	NOMB.=p|GENRE=m
concentrés	concentrer	VERppe	NOMB.=p|GENRE=m
dans	dans	PRE	MORPH=empty
