form	lemma	POS	morph
en	en	PROadv	MORPH=empty
rejoüiſſent	réjouir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
auſſi	aussi	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
campagnes	campagne	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
Univers	univers	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
J’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
en	en	PROadv	MORPH=empty
amene	amener	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
une	un	PROind	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
celles	celui	PROdem	NOMB.=p|GENRE=f
-là	là	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
pieds	pied	NOMcom	NOMB.=p|GENRE=m
dans	dans	PRE	MORPH=empty
cét	ce	DETdem	NOMB.=s|GENRE=m
Ouvrage	ouvrage	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
témoigner	témoigner	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
joye	joie	NOMcom	NOMB.=s|GENRE=f
qu’	que	PROrel	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
genereuſes	généreux	ADJqua	NOMB.=p|GENRE=f
Entrepriſes	entreprise	NOMpro	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
n’	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
jamais	jamais	ADVgen	MORPH=empty
deu	devoir	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
aucun	aucun	DETind	NOMB.=s|GENRE=m
Miniſtre	ministre	NOMpro	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
Eſtat	état	NOMpro	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
n’	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
jamais	jamais	ADVgen	MORPH=empty
eſperé	espérer	VERppe	NOMB.=s|GENRE=m
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
Richeſſes	richesse	NOMpro	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
ni	ni	CONcoo	MORPH=empty
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
Gloire	gloire	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
ſous	sous	PRE	MORPH=empty
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
conduite	conduite	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
On	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
reprocha	reprocher	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
autres	autre	DETind	NOMB.=p|GENRE=f
-	-	PONfbl	MORPH=empty
fois	fois	NOMcom	NOMB.=p|GENRE=f
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
France	France	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
peu	peu	PROind	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ſoin	soin	NOMcom	NOMB.=s|GENRE=m
qu’	que	PROrel	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
apportoit	apporter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
Equipages	équipage	NOMpro	NOMB.=p|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
Armées	armée	NOMpro	NOMB.=p|GENRE=f
navalles	naval	ADJqua	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
commodité	commodité	NOMcom	NOMB.=s|GENRE=f
&	et	CONcoo	MORPH=empty
ſeureté	sûreté	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ſes	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
Havres	havre	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=f
Navigations	navigation	NOMpro	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
long	long	ADJqua	NOMB.=s|GENRE=m
cours	cours	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
avancement	avancement	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Commerce	commerce	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
C’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
avec	avec	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
admiration	admiration	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
l’	le	DETdef	NOMB.=s|GENRE=f
Europe	Europe	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
qu’	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
trouve	trouver	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aujourd’huy	aujourd'hui	ADVgen	MORPH=empty
ſignalée	signaler	VERppe	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
travaux	travail	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
qu’	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
voit	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pourveuë	pourvoir	VERppe	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
bons	bon	ADJqua	NOMB.=p|GENRE=m
Vaiſſeaux	vaisseau	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
qu’	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
des	un	DETndf	NOMB.=p|GENRE=m
Ports	port	NOMpro	NOMB.=p|GENRE=m
aſſurés	assurer	VERppe	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
qu’	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
des	un	DETndf	NOMB.=p|GENRE=m
Magazins	magasin	NOMpro	NOMB.=p|GENRE=m
auſſi	aussi	ADVgen	MORPH=empty
utiles	utile	ADJqua	NOMB.=p|GENRE=m
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=f
Affaires	affaire	NOMpro	NOMB.=p|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Negoce	négoce	NOMpro	NOMB.=s|GENRE=m
qu’	que	CONsub	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
appareils	appareil	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Guerre	guerre	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Ce	ce	DETdem	NOMB.=s|GENRE=m
changement	changement	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
MONSEIGNEUR	monseigneur	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=r
marque	marquer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
Cœur	cœur	NOMpro	NOMB.=s|GENRE=m
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	PROind	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
meilleurs	meilleur	NOMcom	NOMB.=p|GENRE=m
que	que	PROrel	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
étude	étude	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Sageſſe	sagesse	NOMpro	NOMB.=s|GENRE=f
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
jamais	jamais	ADVgen	MORPH=empty
formés	former	VERppe	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
un	un	DETndf	NOMB.=s|GENRE=m
Eſprit	esprit	NOMpro	NOMB.=s|GENRE=m
également	également	ADVgen	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
adroit	adroit	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
fort	fort	ADJqua	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
delicat	délicat	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ſolide	solide	ADJqua	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
ſubtil	subtil	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
penetrant	pénétrer	VERppa	NOMB.=x|GENRE=x
&	et	CONcoo	MORPH=empty
impenetrable	impénétrable	ADJqua	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
qu’	que	CONsub	MORPH=empty
enfin	enfin	ADVgen	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
n’	ne	ADVneg	MORPH=empty
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
d’	de	PRE	MORPH=empty
ardeur	ardeur	NOMcom	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
noble	noble	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
plus	plus	ADVgen	MORPH=empty
vive	vif	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
plus	plus	ADVgen	MORPH=empty
agiſſante	agir	VERppa	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
celle	celui	PROdem	NOMB.=s|GENRE=f
que	que	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
conſervez	conserver	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Salut	salut	NOMpro	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Patrie	patrie	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
ſervice	service	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Voſtre	votre	NOMpro	PERS.=2|NOMB.=p|GENRE=m
Souverain	souverain	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
plus	plus	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
MONSEIGNEUR	monseigneur	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
changement	changement	NOMcom	NOMB.=s|GENRE=m
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
effét	effet	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Providence	providence	NOMpro	NOMB.=s|GENRE=f
Divine	divin	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
intereſſant	intéresser	VERppa	NOMB.=x|GENRE=x
dans	dans	PRE	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
Deſſeins	dessein	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
fait	faire	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
voir	voir	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
nos	notre	DETpos	PERS.=1|NOMB.=p|GENRE=m
jours	jour	NOMcom	NOMB.=p|GENRE=m
des	un	DETndf	NOMB.=p|GENRE=f
merveilles	merveille	NOMcom	NOMB.=p|GENRE=f
accomplies	accomplir	VERppe	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Bons	bon	NOMpro	NOMB.=p|GENRE=m
François	français	NOMpro	NOMB.=p|GENRE=m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
ſouhaité	souhaiter	VERppe	NOMB.=s|GENRE=m
ſi	si	ADVgen	MORPH=empty
long	long	ADJqua	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
temps	temps	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
qu’	que	CONsub	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
n’	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
jamais	jamais	ADVgen	MORPH=empty
oſé	oser	VERppe	NOMB.=s|GENRE=m
eſperer	espérer	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
auſquelles	à_lequel	PRE.PROrel	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=m
plus	plus	ADVgen	MORPH=empty
Vaillans	vaillant	NOMpro	NOMB.=p|GENRE=m
Hommes	homme	NOMpro	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Mer	mer	NOMpro	NOMB.=s|GENRE=f
n’	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
pû	pouvoir	VERppe	NOMB.=s|GENRE=m
arriver	arriver	VERinf	MORPH=empty
depuis	depuis	PRE	MORPH=empty
deux	deux	DETcar	MORPH=empty
Siecles	siècle	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
qu’	que	CONsub	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
employé	employer	VERppe	NOMB.=s|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=f
forces	force	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
induſtrie	industrie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
fait	faire	VERppe	NOMB.=s|GENRE=m
joüer	jouer	VERinf	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
reſſorts	ressort	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
puiſſance	puissance	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
faire	faire	VERinf	MORPH=empty
reconnêtre	reconnaître	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Arbitres	arbitre	NOMpro	NOMB.=p|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Trafic	trafic	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Monarques	monarque	NOMpro	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
Ocean	océan	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Sans	sans	PRE	MORPH=empty
doute	doute	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
MONSEIGNEUR	monseigneur	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
c’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
concert	concert	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
temperament	tempérament	NOMcom	NOMB.=s|GENRE=m
merveilleux	merveilleux	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
à	à	PRE	MORPH=empty
qui	qui	PROrel	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
France	France	NOMpro	NOMB.=s|GENRE=f
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
attribuer	attribuer	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
actions	action	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
graces	grâce	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
SA	son	NOMpro	PERS.=3|NOMB.=s|GENRE=f
MAJESTE	majesté	NOMpro	NOMB.=s|GENRE=f
'	'	NOMpro	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
receuës	recevoir	VERppe	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
Cour	cour	NOMpro	NOMB.=s|GENRE=f
&	et	CONcoo	MORPH=empty
méme	même	ADVgen	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
Provinces	province	NOMpro	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
plus	plus	ADVgen	MORPH=empty
éloignées	éloigner	VERppe	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
ſur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
ſujet	sujet	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
Promotion	promotion	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ſembloit	sembler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
fuſſiez	être	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p
de	de	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
Familles	famille	NOMpro	NOMB.=p|GENRE=f
indifferemment	indifféremment	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
n’	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
d’	de	PRE	MORPH=empty
honneſte	honnête	ADJqua	NOMB.=s|GENRE=f
perſonne	personne	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
ne	ne	ADVneg	MORPH=empty
regardât	regarder	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
Elevation	élévation	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
Felicité	félicité	NOMpro	NOMB.=s|GENRE=f
domeſtique	domestique	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
puis	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
aſſurer	assurer	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
ſans	sans	PRE	MORPH=empty
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
avancer	avancer	VERinf	MORPH=empty
trop	trop	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Roy	roi	NOMpro	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
