form	lemma	POS	morph
I	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
aime	aimer	VERppe	NOMB.=s|GENRE=x
et	et	CONcoo	MORPH=empty
aimeray	aimer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
dãe	dame	NOMcom	NOMB.=s|GENRE=f
sapiẽce	sapience	NOMcom	NOMB.=s|GENRE=f
ꝑ	par	PRE	MORPH=empty
dessꝰ	dessus	NOMcom	NOMB.=s|GENRE=m
toutes	tout	DETind	NOMB.=p|GENRE=f
beaultes	beauté	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
creatures	créature	NOMcom	NOMB.=p|GENRE=f
Et	et	CONcoo	MORPH=empty
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
pense	penser	VERppe	NOMB.=s|GENRE=x
qu	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
sera	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
lumiere	lumière	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
alumer	allumer	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
doctrine	doctrine	NOMcom	NOMB.=s|GENRE=f
conduire	conduire	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
enformer	enformer	VERinf	MORPH=empty
VEnerunt	@latin	OUT	MORPH=empty
autem	@latin	OUT	MORPH=empty
michi	@latin	OUT	MORPH=empty
omnia	@latin	OUT	MORPH=empty
bona	@latin	OUT	MORPH=empty
pariter	@latin	OUT	MORPH=empty
cũ	@latin	OUT	MORPH=empty
illa	@latin	OUT	MORPH=empty
Tous	tout	DETind	NOMB.=p|GENRE=m
biens	bien	NOMcom	NOMB.=p|GENRE=m
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
uenus	venir	VERppe	NOMB.=p|GENRE=m
auec	avec	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
amour	amour	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
amie	ami	NOMcom	NOMB.=s|GENRE=f
sapiẽce	sapience	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
honnestete	honnêteté	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
ayme	aimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
mon	mon	ADJpos	PERS.=1|NOMB.=s|GENRE=m
cueur	cœur	NOMcom	NOMB.=s|GENRE=m
sans	sans	PRE	MORPH=empty
faintise	feintise	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
q̃	que	PROrel	NOMB.=s|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
deuãt	devant	ADVgen	MORPH=empty
dictes	dire	VERppe	NOMB.=p|GENRE=f
se	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=r
disoient	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
faisoient	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
le	le	DETdef	NOMB.=s|GENRE=m
disciple	disciple	NOMcom	NOMB.=s|GENRE=m
print	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
fiance	fiance	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
cõmenca	commencer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
parler	parler	VERinf	MORPH=empty
a	à	PRE	MORPH=empty
celle	celui	PROdem	NOMB.=s|GENRE=f
qu	que	PROrel	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
espousee	épouser	VERppe	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
grant	grand	ADJqua	NOMB.=s|GENRE=f
amitie	amitié	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
disant	dire	VERppa	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
tres	très	ADVgen	MORPH=empty
amoureuse	amoureux	ADJqua	NOMB.=s|GENRE=f
sapience	sapience	NOMcom	NOMB.=s|GENRE=f
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
es	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
celle	celui	PROdem	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
seule	seul	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=f
cõgnois	connaître	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
nature	nature	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
cueur	cœur	NOMcom	NOMB.=s|GENRE=m
amoureux	amoureux	ADJqua	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
scez	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
bien	bien	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
amer	aimer	VERinf	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	NOMB.=s|GENRE=n
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
cõgnoist	connaître	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Et	et	CONcoo	MORPH=empty
puis	puis	ADVgen	MORPH=empty
q̃	que	CONsub	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
reqͥers	requérir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
q̃	que	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
n	ne	ADVneg	MORPH=empty
aime	aimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
autre	autre	DETind	NOMB.=s|GENRE=f
amie	ami	NOMcom	NOMB.=s|GENRE=f
q̃	que	CONsub	MORPH=empty
toy	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
ueulx	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
estre	être	VERinf	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
seule	seule	ADJqua	NOMB.=s|GENRE=f
amie	ami	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
fay	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
dõcques	donc	ADVgen	MORPH=empty
tãt	tant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
i	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
aye	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
clere	clair	ADJqua	NOMB.=s|GENRE=f
cõgnoissance	connaissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
toy	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=i
affin	afin	ADVgen	MORPH=empty
q̃	que	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
puisse	pouvoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
mieulx	mieux	ADVgen	MORPH=empty
acõplir	accomplir	VERinf	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	NOMB.=s|GENRE=n
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
cõmandes	commander	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
et	et	CONcoo	MORPH=empty
enseignes	enseigne	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
.	.	PONfrt	MORPH=empty
Sapiẽce	sapience	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Quãt	quand	CONsub	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
toutes	tout	DETind	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
qͥ	qui	PROrel	NOMB.=p|GENRE=f
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
crees	créer	VERppe	NOMB.=p|GENRE=f
si	si	ADVgen	MORPH=empty
cõme	comme	CONsub	MORPH=empty
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
terre	terre	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
autres	autre	ADJind	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
donna	donner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f
telle	tel	ADJind	NOMB.=s|GENRE=f
loy	loi	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
telle	tel	ADJind	NOMB.=s|GENRE=f
ordõnance	ordonnance	NOMcom	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
nature	nature	NOMcom	NOMB.=s|GENRE=f
q̃	que	CONsub	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
creature	créature	NOMcom	NOMB.=s|GENRE=f
despend	dépendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
naturellement	naturellement	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
autre	autre	PROind	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
C	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
sauoir	savoir	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mendre	moindre	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
grande	grand	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
comme	comme	CONsub	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
diroit	dire	VERcjg	MODE=con|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
angels	angel	NOMcom	NOMB.=p|GENRE=m
descẽdent	descendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tout	tout	ADVgen	MORPH=empty
prochainemẽt	prochainement	ADVgen	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
createur	créateur	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
tant	tant	ADVgen	MORPH=empty
q̃	que	CONsub	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
ãge	ange	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
ꝑfaicte	parfait	ADJqua	NOMB.=s|GENRE=f
creature	créature	NOMcom	NOMB.=s|GENRE=f
qͥ	qui	PROrel	NOMB.=s|GENRE=f
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
Et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
tãt	tant	ADVgen	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
plus	plus	ADVgen	MORPH=empty
prouchaine	prochain	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
plus	plus	ADVgen	MORPH=empty
semblable	semblable	ADJqua	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
createur	créateur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
omme	homme	NOMcom	NOMB.=s|GENRE=m
despend	dépendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
ange	ange	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
tãt	tant	ADVgen	MORPH=empty
q̃	que	CONsub	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
omme	homme	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mortel	mortel	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
ange	ange	NOMcom	NOMB.=s|GENRE=m
non	non	ADVneg	MORPH=empty
Et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
beste	bête	NOMcom	NOMB.=s|GENRE=f
mue	muer	VERppe	NOMB.=s|GENRE=f
despend	dépendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
omme	homme	NOMcom	NOMB.=s|GENRE=m
car	car	CONcoo	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
omme	homme	NOMcom	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
entendement	entendement	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
beste	bête	NOMcom	NOMB.=s|GENRE=f
non	non	ADVneg	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
arbres	arbre	NOMcom	NOMB.=p|GENRE=m
despẽdẽd	dépendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
bestes	bête	NOMcom	NOMB.=p|GENRE=f
mues	muer	VERppe	NOMB.=p|GENRE=f
car	car	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
bestes	bête	NOMcom	NOMB.=p|GENRE=f
mues	muer	VERppe	NOMB.=p|GENRE=f
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
sentemẽt	sentement	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
arbres	arbre	NOMcom	NOMB.=p|GENRE=m
non	non	ADVneg	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=n
en	en	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
maniere	manière	NOMcom	NOMB.=s|GENRE=f
q̃	que	PROrel	NOMB.=s|GENRE=f
une	un	DETndf	NOMB.=s|GENRE=f
creature	créature	NOMcom	NOMB.=s|GENRE=f
surmõte	surmonter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=f
autre	autre	PROind	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
ꝑfection	perfection	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
degre	degré	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
degre	degré	NOMcom	NOMB.=s|GENRE=m
En	en	PRE	MORPH=empty
telle	tel	DETind	NOMB.=s|GENRE=f
maniere	manière	NOMcom	NOMB.=s|GENRE=f
conuiẽt	convenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
mõter	monter	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
uertu	vertu	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
uertu	vertu	NOMcom	NOMB.=s|GENRE=f
qͥ	qui	PROrel	NOMB.=s|GENRE=x
ueult	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
uenir	venir	VERinf	MORPH=empty
iusq̃s	jusque	ADVgen	MORPH=empty
a	à	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
tant	tant	ADVgen	MORPH=empty
se	si	CONsub	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
as	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
entẽcion	entention	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
uenir	venir	VERinf	MORPH=empty
a	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
uoie	voie	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
certaine	certain	ADJqua	NOMB.=s|GENRE=f
congnoissance	connaissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
C	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
dire	dire	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
diuinite	divinité	NOMcom	NOMB.=s|GENRE=f
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=n|CAS=i
conuient	convenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
commẽcer	commencer	VERinf	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
bas	bas	NOMcom	NOMB.=s|GENRE=m
uers	vers	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
Si	si	CONsub	MORPH=empty
comme	comme	CONsub	MORPH=empty
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
celui	celui	PROdem	NOMB.=s|GENRE=m
qͥ	qui	PROrel	NOMB.=s|GENRE=m
ueult	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mõter	monter	VERinf	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
eschielle	échelle	NOMcom	NOMB.=s|GENRE=f
commẽce	commencer	NOMcom	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
mõter	monter	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
p̃mier	premier	ADJord	NOMB.=s|GENRE=m
eschellon	échelon	NOMcom	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
pres	près	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
puis	puis	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
second	second	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
hault	haut	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
tousiours	toujours	ADVgen	MORPH=empty
ap̃s	après	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
un	un	PROind	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
autre	autre	PROind	NOMB.=s|GENRE=m
Semblablemẽt	semblablement	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
p̃mier	premier	ADJord	NOMB.=s|GENRE=m
degre	degré	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
monter	monter	VERinf	MORPH=empty
a	à	PRE	MORPH=empty
congnoissance	connaissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
diuinite	divinité	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=f
umanite	humanité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
iesu	Jésus	NOMpro	NOMB.=s|GENRE=m
crist	Christ	NOMpro	NOMB.=s|GENRE=m
Car	car	CONcoo	MORPH=empty
c	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
creature	créature	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
terre	terre	NOMcom	NOMB.=s|GENRE=f
qͥ	qui	PROrel	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
ꝓpremẽt	proprement	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
p̃mierem̃t	premièrement	ADVgen	MORPH=empty
rep̃sente	représenter	VErcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
diuinite	divinité	NOMcom	NOMB.=s|GENRE=f
Ap̃s	après	PRE	MORPH=empty
cestui	ce	DETdem	NOMB.=s|GENRE=m
degre	degré	NOMcom	NOMB.=s|GENRE=m
mõteras	monter	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
second	second	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
c	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
souffrance	souffrance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f
umanite	humanité	NOMcom	NOMB.=s|GENRE=f
De	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
souffrãce	souffrance	NOMcom	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
pacience	patience	NOMcom	NOMB.=s|GENRE=f
puis	puis	PRE	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
miracles	miracle	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	NOMB.=p|GENRE=m
apparur̃t	apparaître	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
a	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mort	mort	NOMcom	NOMB.=s|GENRE=f
Et	et	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=n
un	un	PROind	NOMB.=s|GENRE=n
en	en	PRE	MORPH=empty
