form	lemma	POS	morph
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
q̃	que	CONsub	MORPH=empty
saĩct	saint	ADJqua	NOMB.=s|GENRE=m
sulpice	Sulpice	NOMpro	NOMB.=s|GENRE=m
ait	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m
ung	un	DETndf	NOMB.=s|GENRE=m
liure	livre	NOMcom	NOMB.=s|GENRE=m
cõtenãt	contenir	VERppa	NOMB.=s|GENRE=m
uingt	vingt	DETcar	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
six	six	DETcar	NOMB.=p|GENRE=m
chappitres	chapitre	NOMcom	NOMB.=p|GENRE=m
par	par	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
tiltres	titre	NOMcom	NOMB.=p|GENRE=m
tres	très	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
diuisez	diviser	VERppe	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
esquelz	èsquel	PRE.PROrel	NOMB.=p|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
contenuz	contenir	VERppe	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
faiz	fait	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
merueilleux	merveilleux	ADJqua	NOMB.=p|GENRE=m
miracles	miracle	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
sainct	saint	ADJqua	NOMB.=s|GENRE=m
martin	Martin	NOMpro	NOMB.=s|GENRE=m
ains	ains	ADVgen	MORPH=empty
qu	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
mourust	mourir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
si	si	CONsub	MORPH=empty
dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
plaist	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
aider	aider	VERinf	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
poursuyuray	poursuivre	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
matiere	matière	NOMcom	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
mieulx	mieux	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	NOMB.=s|GENRE=m
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
pourray	pouvoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
Ou	à_le	PRE.DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
q̃	que	PROrel	NOMB.=s|GENRE=m
dioclecien	Dioclétien	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
maximien	Maximien	NOMpro	NOMB.=s|GENRE=m
tenoiẽt	tenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
l	le	DETdef	NOMB.=s|GENRE=m
empire	empire	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
romme	Rome	NOMpro	NOMB.=s|GENRE=x
lesq̃lx	lequel	PROrel	NOMB.=p|GENRE=m
estoient	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
payens	païen	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
sarrazins	sarrasin	NOMcom	NOMB.=p|GENRE=m
tres	très	ADVgen	MORPH=empty
cruelz	cruel	ADJqua	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
fasoient	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
poĩt	point	ADVneg	MORPH=empty
aymer	aimer	VERinf	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
haulx	haut	ADJqua	NOMB.=p|GENRE=m
barons	baron	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
empire	empire	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
cruaulte	cruauté	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
dõt	dont	PROrel	NOMB.=s|GENRE=f
plusieurs	plusieurs	DETind	NOMB.=p|GENRE=m
barons	baron	NOMcom	NOMB.=p|GENRE=m
se	se	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
rebellerent	rebeller	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
cõtre	contre	PRE	MORPH=empty
eulx	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=p|GENRE=m
gueres	guère	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
amoient	aimer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
Et	et	CONcoo	MORPH=empty
oultre	outre	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
autres	autre	ADJind	NOMB.=p|GENRE=m
seigneurs	seigneur	NOMcom	NOMB.=p|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
roy	roi	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
hongrie	Hongrie	NOMpro	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=m
estoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ieune	jeune	ADJqua	NOMB.=s|GENRE=m
seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	NOMB.=s|GENRE=m
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
nom	nom	NOMcom	NOMB.=s|GENRE=m
florus	Florus	NOMpro	NOMB.=s|GENRE=m
lequel	lequel	PROrel	NOMB.=s|GENRE=m
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
receu	recevoir	VERppe	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
dignite	dignité	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
royaulme	royaume	NOMcom	NOMB.=s|GENRE=m
n	ne	ADVgen	MORPH=empty
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
gueres	guère	ADVgen	MORPH=empty
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mort	mort	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
roy	roi	NOMcom	NOMB.=s|GENRE=m
aumer	Aumer	NOMpro	NOMB.=s|GENRE=m
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
qͥ	qui	PROrel	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
t̾re	terre	NOMcom	NOMB.=s|GENRE=f
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
tenue	tenir	VERppe	NOMB.=s|GENRE=f
paisiblement	paisiblement	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
deuãciers	devancier	NOMcom	NOMB.=p|GENRE=m
aussi	aussi	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Ce	ce	DETdem	NOMB.=s|GENRE=m
ieune	jeune	ADJqua	NOMB.=s|GENRE=m
roy	roi	NOMcom	NOMB.=s|GENRE=m
florus	Florus	NOMpro	NOMB.=s|GENRE=m
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
nom	nom	NOMcom	NOMB.=s|GENRE=m
martin	Martin	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
autre	autre	PROind	NOMB.=s|GENRE=m
aumer	Aumer	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Si	si	CONsub	MORPH=empty
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
aduise	aviser	VERppe	NOMB.=s|GENRE=n
par	par	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
barõs	baron	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
auoir	avoir	VERinf	MORPH=empty
lignee	lignée	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=f
tiendroit	tenir	VERcjg	MODE=con|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
ap̃s	après	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
Si	si	CONsub	MORPH=empty
firent	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
tãt	tant	ADVgen	MORPH=empty
qu	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
eut	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
fẽme	femme	NOMcom	NOMB.=s|GENRE=f
brichilde	Brichilde	NOMpro	NOMB.=s|GENRE=f
fille	fille	NOMcom	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
roy	roi	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
cessonnie	Cessonnie	NOMpro	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
auecq̃s	avec	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
long	long	ADJqua	NOMB.=s|GENRE=m
tẽps	temps	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
d	de	PRE	MORPH=empty
icelle	icelui	PROdem	NOMB.=s|GENRE=f
yssirẽt	issir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
troys	trois	DETcar	NOMB.=p|GENRE=m
beaulx	beau	ADJqua	NOMB.=p|GENRE=m
filz	fils	NOMcom	NOMB.=p|GENRE=m
dont	dont	PROrel	NOMB.=p|GENRE=m
l	le	DETdef	NOMB.=s|GENRE=m
aisne	aîné	NOMcom	NOMB.=s|GENRE=m
eut	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
nom	nom	NOMcom	NOMB.=s|GENRE=m
florus	Florus	NOMpro	NOMB.=s|GENRE=m
cõme	comme	CONsub	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
d	de	PRE	MORPH=empty
iceluy	icelui	PROper	NOMB.=s|GENRE=m
yssit	issir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
mõ	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
seigñr	seigneur	NOMcom	NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
martin	Martin	NOMpro	NOMB.=s|GENRE=m
cõme	comme	CONsub	MORPH=empty
uous	vous	PROper	PERS.=2|NOMB.=p|CAS=n|GENRE=x
orrez	ouïr	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
cy	ci	ADVgen	MORPH=empty
ap̃s	après	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
second	second	NOMcom	NOMB.=s|GENRE=m
eut	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
nom	nom	NOMcom	NOMB.=s|GENRE=m
hilgrius	Hilgrius	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
petit	petit	NOMcom	NOMB.=s|GENRE=m
eut	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
nom	nom	NOMcom	NOMB.=s|GENRE=m
aumer	Aumer	NOMpro	NOMB.=s|GENRE=m
cõme	comme	CONsub	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
grant	grand	ADJqua	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
nom	nom	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
deux	deux	ADJcar	NOMB.=p|GENRE=m
seconds	second	ADJord	NOMB.=p|GENRE=m
enfãs	enfant	NOMcom	NOMB.=p|GENRE=m
hilgrin	Hilgrin	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
aumer	Aumer	NOMpro	NOMB.=s|GENRE=m
oncles	oncle	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
mõseigñr	monseigneur	NOMcom	NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
martin	Martin	NOMpro	NOMB.=s|GENRE=m
furẽt	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
mariez	marier	VERppe	NOMB.=p|GENRE=m
a	à	PRE	MORPH=empty
deux	deux	DETcar	NOMB.=p|GENRE=f
notables	notable	ADJqua	NOMB.=p|GENRE=f
dames	dame	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
grãt	grand	ADJqua	NOMB.=s|GENRE=m
lignage	lignage	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
desq̃lz	de_lequel	PRE.PROrel	NOMB.=p|GENRE=m
yssirẽt	issir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
sept	sept	ADJcar	NOMB.=p|GENRE=m
dormãs	dormir	VERppa	NOMB.=p|GENRE=m
cousins	cousin	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
mõseigñr	monseigneur	NOMcom	NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
martin	Martin	NOMpro	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
desquelz	de_lequel	PRE.PROrel	NOMB.=p|GENRE=m
sept	sept	PROcar	NOMB.=p|GENRE=m
ie	je	PROper	PERS.=1|NOMB.=s|CAS=n|GENRE=x
uous	vous	PROper	PERS.=2|NOMB.=p|CAS=i|GENRE=x
declareray	déclarer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m
nõs	nom	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
hilgrin	Hilgrin	NOMpro	NOMB.=s|GENRE=m
yssirent	issir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
quatre	quatre	PROcar	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
dont	dont	PROrel	NOMB.=p|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
p̃mier	premier	PROord	NOMB.=s|GENRE=m
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
nom	nom	NOMcom	NOMB.=s|GENRE=m
climent	Climent	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
second	second	PROord	NOMB.=s|GENRE=m
primus	Primus	NOMpro	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
tiers	tiers	PROord	NOMB.=s|GENRE=m
theodore	Théodore	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
quart	quart	PROord	NOMB.=s|GENRE=m
letus	Letus	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
aumer	Aumer	NOMpro	NOMB.=s|GENRE=m
yssirent	issir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
troys	trois	DETcar	NOMB.=p|GENRE=m
autres	autre	PROind	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
dequelz	de_lequel	PROrel	NOMB.=p|GENRE=m
l	le	DETdef	NOMB.=s|GENRE=m
un	un	PROind	NOMB.=s|GENRE=m
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
nom	nom	NOMcom	NOMB.=s|GENRE=m
gaudent	Gaudent	NOMpro	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
autre	autre	PROind	NOMB.=s|GENRE=m
kyriace	Kyriace	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
