form	lemma	POS	morph
confuſion	confusion	NOMcom	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
reputation	réputation	NOMcom	NOMB.=s|GENRE=f
ignorante	ignorer	VERppa	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
parlé	parler	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
comme	comme	CONsub	MORPH=empty
d’	de	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
perir	périr	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
exemple	exemple	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ſans	sans	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
iamais	jamais	ADVgen	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
Egliſe	église	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Palais	palais	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ayent	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
reprins	reprendre	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
diſcours	discours	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
actions	action	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
depuis	depuis	ADVgen	MORPH=empty
qu’	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
ſouuient	souvenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
d’	de	PRE	MORPH=empty
auoir	avoir	VERinf	MORPH=empty
veſcu	vivre	VERppe	NOMB.=s|GENRE=m
parmy	parmi	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
vice	vice	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
eloquence	éloquence	NOMcom	NOMB.=s|GENRE=f
n'	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
grace	grâce	NOMcom	NOMB.=s|GENRE=f
qu’	que	CONsub	MORPH=empty
à	à	PRE	MORPH=empty
perſuader	persuader	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
liberté	liberté	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
mauuaiſes	mauvais	ADJqua	NOMB.=p|GENRE=f
mœurs	mœurs	NOMcom	NOMB.=p|GENRE=f
:	:	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
pointe	pointe	NOMcom	NOMB.=s|GENRE=f
&	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
facilité	facilité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
eſprit	esprit	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
paroiſt	paraître	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
qu’	que	CONsub	MORPH=empty
à	à	PRE	MORPH=empty
meſdire	médire	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
habile	habile	NOMcom	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
c’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
trahir	trahir	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
raiſon	raison	NOMcom	NOMB.=s|GENRE=f
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
incognuë	inconnu	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Religion	religion	NOMpro	NOMB.=s|GENRE=f
encores	encore	ADVgen	MORPH=empty
plus	plus	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Roy	roi	NOMpro	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
void	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	ADVgen	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=f
reuoltes	révolte	NOMcom	NOMB.=p|GENRE=f
:	:	PONfbl	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
n’	ne	ADVneg	MORPH=empty
entend	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	ADVgen	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=f
impietéz	impiété	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
tant	tant	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
ſiecle	siècle	NOMcom	NOMB.=s|GENRE=m
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
maudit	maudire	VERppe	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Ciel	ciel	NOMpro	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
gens	gens	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
lettres	lettre	NOMcom	NOMB.=p|GENRE=f
ne	ne	ADVneg	MORPH=empty
ſçauent	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
rien	rien	PROind	NOMB.=s|GENRE=x
:	:	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
pluſpart	plupart	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
Iuges	juge	NOMpro	NOMB.=p|GENRE=m
ſont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
criminels	criminel	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
paſſer	passer	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
honneſte	honnête	ADJqua	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
c’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ne	ne	ADVneg	MORPH=empty
l’	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
eſtre	être	VERinf	MORPH=empty
point	point	ADVneg	MORPH=empty
.	.	PONfrt	MORPH=empty
Dans	dans	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
rebours	rebours	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
choſes	chose	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
i’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
obligation	obligation	NOMcom	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
infamies	infamie	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
vray	vrai	ADJqua	NOMB.=s|GENRE=m
ſens	sens	NOMcom	NOMB.=s|GENRE=m
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
doiuent	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
expliquer	expliquer	VERinf	MORPH=empty
des	un	PRE.DETdef	NOMB.=p|GENRE=f
faueurs	faveur	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
renomme	renommée	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Sur	sur	PRE	MORPH=empty
ceſte	ce	DETdem	NOMB.=s|GENRE=f
foy	foi	NOMcom	NOMB.=s|GENRE=f
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
changeray	changer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
nom	nom	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
penſees	pensée	NOMcom	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ſortir	sortir	VERinf	MORPH=empty
ſans	sans	PRE	MORPH=empty
maſque	masque	NOMcom	NOMB.=s|GENRE=m
deuant	devant	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
plus	plus	ADVgen	MORPH=empty
cenſeurs	censeur	NOMcom	NOMB.=p|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
écoles	école	NOMcom	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
plus	plus	ADVgen	MORPH=empty
Chreſtiennes	chrétien	NOMpro	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
ſçache	savoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
Latin	latin	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
Francois	français	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
Vers	vers	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
Proſe	prose	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
redoute	redouter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
preſſe	presse	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
lecture	lecture	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
plus	plus	ADVgen	MORPH=empty
delicats	délicat	ADJqua	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
pour	pour	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
conſcience	conscience	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
ſtile	style	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
imagination	imagination	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
ſuis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
fort	fort	ADJqua	MORPH=empty
,	,	PONfbl	MORPH=empty
ny	ni	CONcoo	MORPH=empty
preſomptueux	présomptueux	ADJqua	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
ceſte	ce	DETdem	NOMB.=s|GENRE=f
publication	publication	NOMcom	NOMB.=s|GENRE=f
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pluſtoſt	plutôt	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
humilité	humilité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
ame	âme	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vanité	vanité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
eſprit	esprit	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
SVR	sur	PRE	MORPH=empty
LE	le	DETdef	NOMB.=s|GENRE=m
TRAICTÉ	traité	NOMcom	NOMB.=s|GENRE=m
DE	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
Immortalité	immortalité	NOMpro	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=f
ame	âme	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Monſieur	monsieur	NOMpro	NOMB.=s|GENRE=m
Theophile	Théophile	NOMpro	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Viau	Viau	NOMpro	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
ESprits	esprit	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
cherchez	chercher	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
curieux	curieux	ADJqua	NOMB.=p|GENRE=m
Comment	comment	ADVsub	MORPH=empty
ſe	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
meuuent	mouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
Cieux	ciel	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
meſurez	mesurer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=f
Planettes	planète	NOMpro	NOMB.=p|GENRE=f
:	:	PONfbl	MORPH=empty
Hommes	homme	NOMcom	NOMB.=p|GENRE=m
debiles	débile	ADJqua	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
pouuoir	pouvoir	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
dans	dans	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
ſoin	soin	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m
ſçauoir	savoir	VERinf	MORPH=empty
Encore	encore	ADVgen	MORPH=empty
ignorez	ignorer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
qui	qui	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
eſtes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
Ne	ne	ADVgen	MORPH=empty
portez	porter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
plus	plus	ADVgen	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
yeux	œil	NOMcom	NOMB.=p|GENRE=m
ſi	si	ADVgen	MORPH=empty
haut	haut	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
Conſiderez	considérer	VERcjg	MODE=imp|PERS.=2|NOMB.=p
en	en	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
défaut	défaut	NOMcom	NOMB.=s|GENRE=m
Vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
curioſitez	curiosité	NOMcom	NOMB.=p|GENRE=f
extremes	extrême	ADJqua	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Quittez	quitter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
le	le	DETdef	NOMB.=s|GENRE=m
ſoin	soin	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
prenez	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
dans	dans	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
diſcours	discours	NOMcom	NOMB.=s|GENRE=m
apprenez	apprendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
A	à	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=r
bien	bien	ADVgen	MORPH=empty
cognoiſtre	connaître	VERinf	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=i
-	-	PONfbl	MORPH=empty
meſmes	même	ADJind	NOMB.=p|GENRE=x
.	.	PONfrt	MORPH=empty
S'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
vain	vain	ADJqua	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
recherchez	rechercher	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
Les	le	DETdef	NOMB.=p|GENRE=m
ſecrets	secret	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=i
ſont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
cachez	cacher	VERppe	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
Si	si	CONsub	MORPH=empty
par	par	PRE	MORPH=empty
cét	ce	DETdem	NOMB.=s|GENRE=m
air	air	NOMcom	NOMB.=s|GENRE=m
meſlé	mêler	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
flame	flamme	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=m
eternels	éternel	ADJqua	NOMB.=p|GENRE=m
reſſorts	ressort	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
mouuoir	mouvoir	VERinf	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
vostre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
recognoiſſez	reconnaître	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
ame	âme	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
C’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i
que	que	PROrel	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
viuons	vivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
,	,	PONfbl	MORPH=empty
C’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i
que	que	PROrel	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
ſçauons	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
Nostre	notre	DETpos	PERS.=1|NOMB.=p|GENRE=m
bien	bien	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
noſtre	notre	DETpos	PERS.=1|NOMB.=p|GENRE=m
dommage	dommage	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
C’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
qui	qui	PROrel	MORPH=empty
dans	dans	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
bas	bas	ADJqua	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
S’	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
oſe	oser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dire	dire	VERinf	MORPH=empty
ſemblable	semblable	ADJqua	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Comme	comme	CONsub	MORPH=empty
eftant	être	VERppa	NOMB.=x|GENRE=x
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
viuante	vivre	VERppa	NOMB.=s|GENRE=f
image	image	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Bien	bien	ADVgen	MORPH=empty
qu’	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ſoit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
ſans	sans	PRE	MORPH=empty
liberté	liberté	NOMcom	NOMB.=s|GENRE=f
Dans	dans	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
pauure	pauvre	ADJqua	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
agité	agiter	VERppe	NOMB.=s|GENRE=m
Qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ſouſtient	soutenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
