form	lemma	POS	morph
totalle	total	ADJqua	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
Latine	latin	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
cecy	ceci	PROdem	NOMB.=s|GENRE=n
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
donne	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
deux	deux	DETcar	NOMB.=p|GENRE=f
raisons	raison	NOMcom	NOMB.=p|GENRE=f
:	:	PONfbl	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
vne	un	PROind	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
affection	affection	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
telle	tel	DETind	NOMB.=s|GENRE=f
enuers	envers	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
honneur	honneur	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
païs	pays	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
trouver	trouver	VERinf	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
moyen	moyen	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
illustrer	illustrer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
puis	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
myeulx	mieux	ADVgen	MORPH=empty
faire	faire	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
celebrer	célébrer	VERinf	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
faict	faire	VERppe	NOMB.=p|GENRE=m
Grecs	grec	NOMpro	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
Rommains	romain	NOMpro	NOMB.=p|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
leur	leur	PROpos	PERS.=3|NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=f
autre	autre	ADJind	NOMB.=s|GENRE=f
raison	raison	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
non	non	ADVneg	MORPH=empty
sans	sans	PRE	MORPH=empty
exemple	exemple	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
plusieurs	plusieurs	PROind	NOMB.=p|GENRE=x
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
addonne	adonner	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
à	à	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
exercitation	exercitation	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Quand	quant	ADVgen	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
antiques	antique	NOMcom	NOMB.=p|GENRE=m
tant	tant	ADVgen	MORPH=empty
Grecs	grec	NOMpro	NOMB.=p|GENRE=m
que	que	CONsub	MORPH=empty
Latins	latin	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
prins	prendre	VERppe	NOMB.=p|GENRE=m
aultre	autre	DETind	NOMB.=s|GENRE=m
instrument	instrument	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
leur	il	DETpos	PERS.=3|NOMB.=s|GENRE=f
ESTIENNE	Étienne	NOMpro	NOMB.=s|GENRE=m
DOLET	Dolet	NOMpro	NOMB.=s|GENRE=x
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
Peuple	peuple	NOMcom	NOMB.=s|GENRE=m
Francoys	français	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Humble	humble	ADJqua	NOMB.=s|GENRE=m
salut	salut	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
accroissement	accroissement	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
honneur	honneur	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
puyssance	puissance	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
DEPVIS	depuis	PRE	MORPH=empty
six	six	DETcar	NOMB.=p|GENRE=m
ans	an	NOMcom	NOMB.=p|GENRE=m
(	(	PONpga	MORPH=empty
ô	ô	INJ	MORPH=empty
peuple	peuple	NOMcom	NOMB.=s|GENRE=m
Françoys	français	NOMpro	NOMB.=s|GENRE=m
)	)	PONpdr	MORPH=empty
desrobbant	dérober	VERppa	NOMB.=s|GENRE=x
quelques	quelque	DETind	NOMB.=p|GENRE=f
heures	heure	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
estude	étude	NOMcom	NOMB.=s|GENRE=f
principalle	principal	ADJqua	NOMB.=s|GENRE=f
(	(	PONpga	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
lecture	lecture	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
Latine	latin	NOMpro	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
Grecque	grec	NOMpro	NOMB.=s|GENRE=f
)	)	PONpdr	MORPH=empty
,	,	PONfbl	MORPH=empty
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
voulant	vouloir	VERppa	NOMB.=s|GENRE=x
aussy	aussi	ADVgen	MORPH=empty
illustrer	illustrer	VERinf	MORPH=empty
par	par	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
moyens	moyen	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
i'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
composé	composer	VERppe	NOMB.=s|GENRE=x
en	en	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=m
langage	langage	NOMcom	NOMB.=s|GENRE=m
vn	un	DETndf	NOMB.=s|GENRE=m
oeuure	œuvre	NOMcom	NOMB.=s|GENRE=m
intitulé	intituler	VERppe	NOMB.=s|GENRE=m
l’	le	DETdef	NOMB.=s|GENRE=m
Orateur	orateur	NOMpro	NOMB.=s|GENRE=m
Francoys	français	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
duquel	de_lequel	PRE.PROrel	NOMB.=s|GENRE=m
oeuure	œuvre	NOMcom	NOMB.=s|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
traictez	traité	NOMcom	NOMB.=p|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
telz	tel	PROind	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
Grammaire	grammaire	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=f
Ortographe	orthographe	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
Accentz	accent	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
Punctuation	ponctuation	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
Pronunciation	prononciation	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
L’	le	DETdef	NOMB.=s|GENRE=f
Origine	origine	NOMpro	NOMB.=s|GENRE=f
d’	de	PRE	MORPH=empty
aucunes	aucun	DETind	NOMB.=p|GENRE=f
Dictions	diction	NOMpro	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
Maniere	manière	NOMpro	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
bien	bien	ADVgen	MORPH=empty
traduire	traduire	VERinf	MORPH=empty
d’	de	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
aultre	autre	PROind	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=m
Art	art	NOMcom	NOMB.=s|GENRE=m
Oratoire	oratoire	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=m
Art	art	NOMcom	NOMB.=s|GENRE=m
Poetique	poétique	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	NOMB.=s|GENRE=n
le	le	DETdef	NOMB.=s|GENRE=m
dict	dire	VERppe	NOMB.=s|GENRE=m
OEuure	œuvre	NOMpro	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=f
importance	importance	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
qu’	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
y	y	PROadv	MORPH=empty
eschet	échoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vn	un	DETndf	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
labeur	labeur	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
scauoir	savoir	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
extresme	extrême	ADJqua	NOMB.=s|GENRE=m
iugement	jugement	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
i’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
en	en	PROadv	MORPH=empty
differeray	différer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
publication	publication	NOMcom	NOMB.=s|GENRE=f
(	(	PONpga	MORPH=empty
pour	pour	PRE	MORPH=empty
ne	ne	ADVneg	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
precipiter	précipiter	VERinf	MORPH=empty
)	)	PONpdr	MORPH=empty
iusques	jusque	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
deux	deux	DETcar	NOMB.=p|GENRE=m
ou	ou	CONcoo	MORPH=empty
troys	trois	DETcar	NOMB.=p|GENRE=m
ans	an	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
pendant	pendre	VERppa	NOMB.=s|GENRE=n
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
ayderas	aider	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
instructions	instruction	NOMcom	NOMB.=p|GENRE=f
qui	qui	PROrel	NOMB.=p|GENRE=f
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
en	en	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
present	présent	ADJqua	NOMB.=s|GENRE=m
liure	livre	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Lequel	lequel	PROrel	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
si	si	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
cognois	connaître	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
estre	être	VERinf	MORPH=empty
aggreable	agréable	ADJqua	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
seray	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
plus	plus	ADVgen	MORPH=empty
enclin	enclin	ADJqua	NOMB.=s|GENRE=x
à	à	PRE	MORPH=empty
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
bien	bien	ADVgen	MORPH=empty
polir	polir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
parfaire	parfaire	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
demeurant	demeurer	VERppa	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
entreprinse	entreprise	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Combien	combien	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
i’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
en	en	PROadv	MORPH=empty
attends	attendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
plus	plus	ADVgen	MORPH=empty
tost	tôt	ADVgen	MORPH=empty
contentement	contentement	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
posterité	postérité	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
siecle	siècle	NOMcom	NOMB.=s|GENRE=m
present	présent	ADJqua	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
cours	cours	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
humaines	humain	ADJqua	NOMB.=p|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tel	tel	ADJind	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
viuant	vivant	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tousiours	toujours	ADVgen	MORPH=empty
enuiée	envier	VERppe	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
deprimée	déprimer	VERppe	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
detracteurs	détracteur	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=p|GENRE=m
se	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
pensent	penser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
aduantager	avantager	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
reputation	réputation	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
s'	si	CONsub	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
mesprisent	mépriser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
labeurs	labeur	NOMcom	NOMB.=p|GENRE=m
d’	de	PRE	MORPH=empty
autruy	autrui	PROind	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
scauoir	savoir	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
bon	bon	ADJqua	NOMB.=s|GENRE=m
iugement	jugement	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
doibt	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
regarder	regarder	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
telz	tel	DETind	NOMB.=p|GENRE=m
resueurs	rêveur	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
plus	plus	ADVgen	MORPH=empty
tost	tôt	ADVgen	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en	PROadv	MORPH=empty
mocquer	moquer	VERinf	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
tout	tout	PROind	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ainsi	ainsi	ADVgen	MORPH=empty
faisant	faire	VERppa	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
poursuiuray	poursuivre	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
effort	effort	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
LA	le	DETdef	NOMB.=s|GENRE=f
MANIERE	manière	NOMcom	NOMB.=s|GENRE=f
DE	de	PRE	MORPH=empty
BIEN	bien	ADVgen	MORPH=empty
TRADUIRE	traduire	VERinf	MORPH=empty
D’	de	PRE	MORPH=empty
VNE	un	DETndf	NOMB.=s|GENRE=f
LANGVE	langue	NOMcom	NOMB.=s|GENRE=f
EN	en	PRE	MORPH=empty
AVTRE	autre	PROind	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
LA	le	DETdef	NOMB.=s|GENRE=f
maniere	manière	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
bien	bien	ADVgen	MORPH=empty
traduire	traduire	VERinf	MORPH=empty
d'	de	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
autre	autre	PROind	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
requiert	requérir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
principallement	principalement	ADVgen	MORPH=empty
cinq	cinq	DETcar	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
En	en	PRE	MORPH=empty
premier	premier	ADJord	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
traducteur	traducteur	NOMcom	NOMB.=s|GENRE=m
entende	entendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
parfaictement	parfaitement	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
sens	sens	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
matiere	matière	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
autheur	auteur	NOMcom	NOMB.=s|GENRE=m
qu’	que	PROrel	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
traduict	traduire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
intelligence	intelligence	NOMcom	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
sera	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
iamais	jamais	ADVgen	MORPH=empty
obscur	obscur	ADJqua	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
traduction	traduction	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
si	si	CONsub	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
autheur	auteur	NOMcom	NOMB.=s|GENRE=m
lequel	lequel	PROrel	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
traduict	traduire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aucunement	aucunement	ADVgen	MORPH=empty
scabreux	scabreux	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
pourra	pouvoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
rendre	rendre	VERinf	MORPH=empty
facile	facile	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
tout	tout	PROind	NOMB.=s|GENRE=m
intelligible	intelligible	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
vois	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
bailler	bailler	VERinf	MORPH=empty
exemple	exemple	NOMcom	NOMB.=s|GENRE=m
familierement	familièrement	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Dedans	dedans	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
premier	premier	ADJord	NOMB.=s|GENRE=m
liure	livre	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
questions	question	NOMcom	NOMB.=p|GENRE=f
Tusculanes	tusculan	NOMpro	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
Ciceron	Cicéron	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vn	un	DETndf	NOMB.=s|GENRE=m
