form	lemma	POS	morph
faire	faire	VERinf	MORPH=empty
enſer	penser	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
y	y	PROadv	MORPH=empty
ayant	avoir	VERppa	NOMB.=x|GENRE=x
quarante	quarante	DETcar	MORPH=empty
&	et	CONcoo	MORPH=empty
quatre	quatre	DETcar	MORPH=empty
ans	an	NOMcom	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
plus	plus	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=m
leïpogrammes	lipogramme	NOMcom	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
-	-	PONfbl	MORPH=empty
part	part	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
reſte	reste	NOMcom	NOMB.=s|GENRE=m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
eſté	être	VERppe	NOMB.=s|GENRE=m
batis	bâtir	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
quelques	quelque	DETind	NOMB.=p|GENRE=m
-	-	PONfbl	MORPH=empty
vns	un	PROind	NOMB.=p|GENRE=m
ſans	sans	PRE	MORPH=empty
reproche	reproche	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
teſmoigneroient	témoigner	VERcjg	MODE=con|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
ſi	si	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
fait	fait	NOMcom	NOMB.=s|GENRE=m
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
d'	de	PRE	MORPH=empty
importance	importance	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
raiſon	raison	NOMcom	NOMB.=s|GENRE=f
donc	donc	ADVgen	MORPH=empty
en	en	PROadv	MORPH=empty
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
trouuant	trouver	VERppa	NOMB.=x|GENRE=x
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
quelque	quelque	DETind	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
chez	chez	PRE	MORPH=empty
deffunct	défunt	ADJqua	NOMB.=s|GENRE=m
monſieur	monsieur	NOMcom	NOMB.=s|GENRE=m
Eſtienne	Étienne	NOMpro	NOMB.=s|GENRE=m
auec	avec	PRE	MORPH=empty
quatre	quatre	PROcar	MORPH=empty
ou	ou	CONcoo	MORPH=empty
cinq	cinq	PROcar	MORPH=empty
de	de	PRE	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
amis	ami	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tombé	tomber	VERppe	NOMB.=s|GENRE=m
ſur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
propos	propos	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
vers	vers	NOMcom	NOMB.=p|GENRE=m
françois	français	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
en	en	PROadv	MORPH=empty
auoir	avoir	VERinf	MORPH=empty
d’	de	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
ſorte	sorte	NOMcom	NOMB.=s|GENRE=f
qu’	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
n'	ne	ADVneg	MORPH=empty
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
encore	encore	ADVgen	MORPH=empty
veüe	voir	VERppe	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
vouloit	vouloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
donner	donner	VERinf	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
ſieur	sieur	NOMcom	NOMB.=s|GENRE=m
Iannon	Jannon	NOMpro	NOMB.=s|GENRE=x
pour	pour	PRE	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
imprimer	imprimer	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
eſtant	être	VERppa	NOMB.=x|GENRE=x
demandé	demander	VERppe	NOMB.=s|GENRE=m
quelle	quel	PROrel	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
c’	ce	PROdem	NOMB.=p|GENRE=n
eſtoient	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
vers	vers	NOMcom	NOMB.=p|GENRE=m
leïpogrammes	lipogramme	ADJqua	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
dy	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
lors	lors	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
qu’	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
long	long	ADJqua	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
m’	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
eſtois	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
adonné	adonner	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
ceſte	ce	DETdem	NOMB.=s|GENRE=f
ſorte	sorte	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
vers	vers	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
i'	je	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
auoy	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
creu	croire	VERppe	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
perſonne	personne	PROind	NOMB.=s|GENRE=f
ne	ne	ADVneg	MORPH=empty
l’	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
euſt	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
eſſayee	essayer	VERppe	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
ſur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
chãp	champ	NOMcom	NOMB.=s|GENRE=m
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
en	en	PROadv	MORPH=empty
recitay	réciter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
quelques	quelque	DETind	NOMB.=p|GENRE=m
-	-	PONfbl	MORPH=empty
vns	un	PROind	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
puis	puis	ADVgen	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
priant	prier	VERppa	NOMB.=x|GENRE=x
de	de	PRE	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
monſtrer	montrer	VERinf	MORPH=empty
ceux	celui	PROdem	NOMB.=p|GENRE=m
qu’	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
trouuay	trouver	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
que	que	CONsub	MORPH=empty
c’	ce	PROdem	NOMB.=p|GENRE=n
eſtoiẽt	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
miens	mien	PROpos	PERS.=1|NOMB.=s|GENRE=m
meſmes	même	ADJind	NOMB.=p|GENRE=m
qu’	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
diſoit	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
auoir	avoir	VERinf	MORPH=empty
eus	avoir	VERppe	NOMB.=p|GENRE=m
d’	de	PRE	MORPH=empty
vn	un	PROind	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
nommeray	nommer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
pas	pas	ADVneg	MORPH=empty
,	,	PONfbl	MORPH=empty
pource	pour_ce	ADVgen	MORPH=empty
qu’	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mort	mourir	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
auquel	à_lequel	PRE.PROrel	NOMB.=s|GENRE=m
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
ſouuint	souvenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
auoir	avoir	VERinf	MORPH=empty
preſtez	prêter	VERppe	NOMB.=p|GENRE=m
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
fort	fort	ADVgen	MORPH=empty
long	long	ADJqua	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
combien	combien	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
priaſſe	prier	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
ledict	ledit	NOMcom	NOMB.=s|GENRE=m
ſieur	sieur	NOMcom	NOMB.=s|GENRE=m
Eſtienne	Étienne	NOMpro	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ne	ne	ADVneg	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
publier	publier	VERinf	MORPH=empty
point	point	ADVneg	MORPH=empty
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
peu	peu	PROind	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
faict	fait	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
estoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
y	y	PROadv	MORPH=empty
perſiſta	persister	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
la	le	DETndf	NOMB.=s|GENRE=f
nouueauté	nouveauté	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
pour	pour	PRE	MORPH=empty
autre	autre	DETind	NOMB.=s|GENRE=f
raiſon	raison	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
euſt	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
(	(	PONfrt	MORPH=empty
à	à	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
croy	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
)	)	PONpdr	MORPH=empty
de	de	PRE	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
faire	faire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
preſſay	presser	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
donc	donc	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
ſuperceder	superséder	VERinf	MORPH=empty
tant	tant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
euſſe	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=s
reueus	revoir	VERppe	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
auec	avec	PRE	MORPH=empty
promeſſe	promesse	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
bailler	bailler	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
en	en	PROadv	MORPH=empty
faire	faire	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
volonté	volonté	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
i’	je	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
euſſe	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m
incontinent	incontinent	ADVgen	MORPH=empty
apres	après	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
ſans	sans	PRE	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
decés	décès	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Depuis	depuis	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
m’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
ayant	avoir	VERppa	NOMB.=x|GENRE=x
ledict	ledit	NOMcom	NOMB.=s|GENRE=m
ſieur	sieur	NOMcom	NOMB.=s|GENRE=m
Iannon	Jannon	NOMpro	NOMB.=s|GENRE=x
ſollicité	solliciter	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
promeſſe	promesse	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
m’	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
y	y	PROadv	MORPH=empty
laiſſe	laisser	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
emporter	emporter	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
hazardant	hasarder	VERppa	NOMB.=x|GENRE=x
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mer	mer	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
humeurs	humeur	NOMcom	NOMB.=p|GENRE=f
d’	de	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
chacun	chacun	PROind	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
pource	pour_ce	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
liure	livre	NOMcom	NOMB.=s|GENRE=m
euſt	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
eſté	être	VERppe	NOMB.=s|GENRE=m
trop	trop	ADVgen	MORPH=empty
petit	petit	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
groſſir	grossir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
ſeruant	servir	VERppa	NOMB.=x|GENRE=x
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
meſme	même	ADJind	NOMB.=s|GENRE=f
raiſon	raison	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
nouueauté	nouveauté	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
i'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
adiouſté	ajouter	VERppe	NOMB.=s|GENRE=m
quelques	quelque	DETind	NOMB.=p|GENRE=f
ſeſtines	sextine	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
tirees	tirer	VERppe	NOMB.=p|GENRE=f
par	par	PRE	MORPH=empty
cy	ci	ADVgen	MORPH=empty
par	par	PRE	MORPH=empty
là	là	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
gros	gros	ADJqua	NOMB.=s|GENRE=m
ouurage	ouvrage	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
dõt	dont	PROrel	NOMB.=x|GENRE=x|CAS=i
la	le	DETdef	NOMB.=s|GENRE=f
ſtructure	structure	NOMcom	NOMB.=s|GENRE=f
n’	ne	ADVneg	MORPH=empty
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
gueres	guère	ADVgen	MORPH=empty
moins	moins	ADVgen	MORPH=empty
difficile	difficile	ADJqua	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
celle	celui	PROdem	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
leïpogrammes	lipogramme	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
priant	prier	VERppa	NOMB.=x|GENRE=x
de	de	PRE	MORPH=empty
ne	ne	ADVneg	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
blaſmer	blâmer	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
ſuiet	sujet	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
follies	folie	NOMcom	NOMB.=p|GENRE=f
d'	de	PRE	MORPH=empty
amour	amour	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
lors	lors	ADVgen	MORPH=empty
qu’	que	CONsub	MORPH=empty
elles	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=n
furent	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
compoſees	composer	VERppe	NOMB.=p|GENRE=f
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
excuſable	excusable	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ſi	si	ADVgen	MORPH=empty
excuſey	excuser	VERinf	MORPH=empty
eſchet	échec	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
c’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ſeulement	seulement	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
rareté	rareté	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
poëme	poème	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
peu	peu	ADVgen	MORPH=empty
ſe	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
trouuans	trouver	VERppa	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
l’	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
ayent	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
encore	encore	ADVgen	MORPH=empty
tenté	tenter	VERppe	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
noſtre	notre	DETpos	PERS.=1|NOMB.=p|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Puis	puis	ADVgen	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
voyãt	voir	VERppa	NOMB.=x|GENRE=x
ſi	si	ADVgen	MORPH=empty
auant	avant	PRE	MORPH=empty
en	en	PRE	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
nouueautez	nouveauté	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
troiſieſme	troisième	PROord	NOMB.=s|GENRE=f
i'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
encore	encore	ADVgen	MORPH=empty
couſu	coudre	VERppe	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
nouuelle	nouveau	ADJqua	NOMB.=s|GENRE=f
façon	façon	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
vers	vers	NOMcom	NOMB.=p|GENRE=m
meſurés	mesurer	VERppe	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
LEIPOGRAMMES	lipogramme	NOMcom	NOMB.=p|GENRE=m
à	à	PRE	MORPH=empty
monſieur	monsieur	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Lomenie	Loménie	NOMpro	NOMB.=s|GENRE=x
Secretaire	secrétaire	NOMpro	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
Eſtat	état	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
