form	lemma	POS	morph
que	que	PROrel	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
prenions	prendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=p
pour	pour	PRE	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=i
meſmes	même	ADJind	NOMB.=p|GENRE=x
,	,	PONfbl	MORPH=empty
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
eſté	être	VERppe	NOMB.=s|GENRE=m
digne	digne	ADJqua	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
approbation	approbation	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
donné	donner	VERppe	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
hardieſſe	hardiesse	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
publier	publier	VERinf	MORPH=empty
ſous	sous	PRE	MORPH=empty
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
Nom	nom	NOMpro	NOMB.=s|GENRE=m
ſi	si	ADVgen	MORPH=empty
precieux	précieux	ADJqua	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
peuples	peuple	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
Prouince	province	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
ſujet	sujet	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
Œconomie	économie	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
en	en	PROadv	MORPH=empty
inſtruire	instruire	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Eſtrangers	étranger	NOMpro	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
ſommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
pas	pas	ADVneg	MORPH=empty
ſortis	sortir	VERppe	NOMB.=p|GENRE=m
hors	hors	PRE	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
limites	limite	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
Gouuernement	gouvernement	NOMpro	NOMB.=s|GENRE=m
(	(	PONpga	MORPH=empty
MONSEIGNEVR	monseigneur	NOMcom	NOMB.=s|GENRE=m
)	)	PONpdr	MORPH=empty
pour	pour	PRE	MORPH=empty
former	former	VERinf	MORPH=empty
noſtre	notre	DETpos	PERS.=2|NOMB.=p|GENRE=m
deſſein	dessein	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Fontaine	fontaine	NOMpro	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Vaucluſe	Vaucluse	NOMpro	NOMB.=s|GENRE=x
(	(	PONpga	MORPH=empty
pour	pour	PRE	MORPH=empty
qui	qui	PROrel	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Nature	nature	NOMpro	NOMB.=s|GENRE=f
ſemble	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
eſtre	être	VERinf	MORPH=empty
ſurmontée	surmonter	VERppe	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
choſes	chose	NOMcom	NOMB.=p|GENRE=f
)	)	PONpdr	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=r
en	en	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
donné	donner	VERppe	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
matiere	matière	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
chere	cher	ADJqua	NOMB.=s|GENRE=f
preſence	présence	NOMcom	NOMB.=s|GENRE=f
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
animez	animer	VERppe	NOMB.=p|GENRE=m
à	à	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
execution	exécution	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
bonté	bonté	NOMcom	NOMB.=s|GENRE=f
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=r
oblige	obliger	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
ſçauoir	savoir	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
ſommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
,	,	PONfbl	MORPH=empty
MONSEIGNEVR	monseigneur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
voſtre	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
Seigneurie	seigneurie	NOMpro	NOMB.=s|GENRE=f
IlIme	illustrissime	NOMpro	NOMB.=s|GENRE=f
Les	le	DETdef	NOMB.=p|GENRE=m
tres	très	ADVgen	MORPH=empty
-	-	PONfbl	MORPH=empty
humbles	humble	ADJqua	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
tres	très	ADVgen	MORPH=empty
-	-	PONfbl	MORPH=empty
obeïſſans	obéir	VERppa	NOMB.=p|GENRE=m
Seruiteurs	serviteur	NOMpro	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
L.	l	NOMpro	NOMB.=x|GENRE=x
N.	n	NOMpro	NOMB.=x|GENRE=x
C.	c	NOMpro	NOMB.=x|GENRE=x
A.	a	NOMpro	NOMB.=x|GENRE=x
D.	d	NOMpro	NOMB.=x|GENRE=x
L.	l	NOMpro	NOMB.=x|GENRE=x
S.	s	NOMpro	NOMB.=x|GENRE=x
D.	d	NOMpro	NOMB.=x|GENRE=x
B.	b	NOMpro	NOMB.=x|GENRE=x
LES	le	DETdef	NOMB.=p|GENRE=m
DIVERS	divers	ADJqua	NOMB.=p|GENRE=m
ENTRETIENS	entretien	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Fontaine	fontaine	NOMpro	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Vaucluſe	Vaucluse	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
LA	le	DETdef	NOMB.=s|GENRE=f
Sale	salle	NOMpro	NOMB.=s|GENRE=f
où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
a	a	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
eſté	être	VERppe	NOMB.=s|GENRE=m
dansé	danser	VERppe	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
Balet	ballet	NOMpro	NOMB.=s|GENRE=m
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
dix-ſept	sept	DETcar	MORPH=empty
toiſes	toise	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
longueur	longueur	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
ſept	sept	PROcar	MORPH=empty
de	de	PRE	MORPH=empty
largeur	largeur	NOMcom	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
enuirõ	environ	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
à	à	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
vn	un	PROind	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
bouts	bout	NOMcom	NOMB.=p|GENRE=m
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
eſleué	élever	VERppe	NOMB.=s|GENRE=m
vn	un	DETndf	NOMB.=s|GENRE=m
Theatre	théâtre	NOMpro	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
cinq	cinq	DETcar	MORPH=empty
pieds	pied	NOMcom	NOMB.=p|GENRE=m
&	et	CONcoo	MORPH=empty
demy	demi	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
hauteur	hauteur	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ſur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
deuant	devant	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
fonds	fond	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
huit	huit	DETcar	MORPH=empty
pieds	pied	NOMcom	NOMB.=p|GENRE=m
pour	pour	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
donner	donner	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
pente	pente	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ſept	sept	DETcar	MORPH=empty
toiſes	toise	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
largeur	largeur	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
autant	autant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
profondeur	profondeur	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
frontiſpice	frontispice	NOMcom	NOMB.=s|GENRE=m
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
orné	orner	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
deux	deux	DETcar	MORPH=empty
colomnes	colonne	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
chaque	chaque	DETind	NOMB.=s|GENRE=m
coſté	côté	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
auec	avec	PRE	MORPH=empty
ſes	son	DETdem	PERS.=3|NOMB.=s|GENRE=X
baſes	base	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
chapiteaux	chapiteau	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
friſes	frise	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
corniches	corniche	NOMcom	NOMB.=p|GENRE=f
d’	de	PRE	MORPH=empty
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
Dorique	dorique	NOMpro	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
grande	grand	ADJqua	NOMB.=s|GENRE=f
toile	toile	NOMcom	NOMB.=s|GENRE=f
où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
Vaucluſe	Vaucluse	NOMpro	NOMB.=s|GENRE=f
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
peinte	peint	VERppe	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
fontaine	fontaine	NOMcom	NOMB.=s|GENRE=f
dans	dans	PRE	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
eſloignement	éloignement	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
eſtendoit	étendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ſur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
deuant	devant	NOMcom	NOMB.=s|GENRE=m
depuis	depuis	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
corniche	corniche	NOMcom	NOMB.=s|GENRE=f
iuſques	jusque	PRE	MORPH=empty
à	à	PRE	MORPH=empty
terre	terre	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
peur	peur	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
ſpectateurs	spectateur	NOMcom	NOMB.=p|GENRE=m
ne	ne	ADVneg	MORPH=empty
viſſent	voir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
rien	rien	PROind	NOMB.=s|GENRE=x
iuſques	jusque	PRE	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
ordonné	ordonner	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
meſme	même	ADJind	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
qu’	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
voulut	vouloir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
donner	donner	VERinf	MORPH=empty
commencement	commencement	NOMcom	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
Balet	ballet	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
haubois	hautbois	NOMcom	NOMB.=p|GENRE=m
en	en	PROadv	MORPH=empty
eurent	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
donné	donner	VERppe	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
ſigne	signe	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
toile	toile	NOMcom	NOMB.=s|GENRE=f
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
abatit	abattre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
vit	voir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lors	lors	ADVgen	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
nuit	nuit	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	MORPH=empty
couuroit	couvrir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
toute	tout	DETind	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
Scene	scène	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
vn	un	DETndf	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
Ciel	ciel	NOMpro	NOMB.=s|GENRE=m
tout	tout	ADVgen	MORPH=empty
couuert	couvrir	VERppe	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
eſtoiles	étoile	NOMcom	NOMB.=p|GENRE=f
ſi	si	ADVgen	MORPH=empty
brillantes	briller	VERppa	NOMB.=p|GENRE=f
qu’	que	CONsub	MORPH=empty
elles	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=n
fourniſſoient	fournir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
aſſez	assez	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
clarté	clarté	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
diſcerner	discerner	VERinf	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
decoration	décoration	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
à	à	PRE	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
main	main	NOMcom	NOMB.=s|GENRE=f
gauche	gauche	ADJqua	NOMB.=s|GENRE=f
ce	ce	PROdem	NOMB.=p|GENRE=n
n’	ne	ADVneg	MORPH=empty
eſtoient	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
que	que	ADVgen	MORPH=empty
rochers	rocher	NOMcom	NOMB.=p|GENRE=m
couuerts	couvrir	VERppe	NOMB.=p|GENRE=m
d’	de	PRE	MORPH=empty
arbres	arbre	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
d’	de	PRE	MORPH=empty
animaux	animal	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
ruiſſeaux	ruisseau	NOMcom	NOMB.=p|GENRE=m
coulans	couler	VERppa	NOMB.=p|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
croupes	croupe	NOMcom	NOMB.=p|GENRE=f
en	en	PRE	MORPH=empty
bas	bas	NOMcom	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
à	à	PRE	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
main	main	NOMcom	NOMB.=s|GENRE=f
droite	droit	ADJqua	NOMB.=s|GENRE=f
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
voyoit	voir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ſur	sur	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
verdoyante	verdoyer	VERppa	NOMB.=s|GENRE=f
coline	colline	NOMcom	NOMB.=s|GENRE=f
vne	un	DETndf	NOMB.=s|GENRE=f
maiſon	maison	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
dans	dans	PRE	MORPH=empty
ſes	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
ruisnes	ruine	NOMcom	NOMB.=p|GENRE=f
monſtroit	montrer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
encore	encore	ADVgen	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
reſtes	reste	NOMcom	NOMB.=p|GENRE=f
d’	de	PRE	MORPH=empty
vne	un	DETndf	NOMB.=s|GENRE=f
venerable	vénérable	ADJqua	NOMB.=s|GENRE=f
Antiquité	antiquité	NOMpro	NOMB.=s|GENRE=f
C’	ce	PROdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
l’	le	DETdef	NOMB.=s|GENRE=m
illuſtre	illustre	ADJqua	NOMB.=s|GENRE=m
Petrarque	Pétrarque	NOMpro	NOMB.=s|GENRE=m
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
jadis	jadis	ADVgen	MORPH=empty
eſtably	établir	VERppe	NOMB.=s|GENRE=m
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
demeure	demeure	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
y	y	PROadv	MORPH=empty
compoſer	composer	VERinf	MORPH=empty
auec	avec	PRE	MORPH=empty
plus	plus	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
quietude	quiétude	NOMcom	NOMB.=s|GENRE=f
ſes	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
ouurages	ouvrage	NOMcom	NOMB.=p|GENRE=m
merueilleux	merveilleux	ADJqua	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
donné	donner	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
