form	lemma	POS	morph
-mêmes	même	ADJind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
modeles	modèle	NOMcom	NOMB.=p|GENRE=m
d’	de	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
peinture	peinture	NOMcom	NOMB.=s|GENRE=f
encore	encore	ADVgen	MORPH=empty
plus	plus	ADVgen	MORPH=empty
belle	beau	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
reſte	reste	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
pluſieurs	plusieurs	DETind	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
peuvent	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
être	être	VERinf	MORPH=empty
ou	ou	CONcoo	MORPH=empty
Deſpotes	despote	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
Rois	roi	NOMpro	NOMB.=p|GENRE=m
dans	dans	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
famille	famille	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
dans	dans	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
ſociété	société	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
dans	dans	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
emplois	emploi	NOMcom	NOMB.=p|GENRE=m
divers	divers	ADJqua	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
pouvons	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
tous	tout	PROind	NOMB.=p|GENRE=m
faire	faire	VERinf	MORPH=empty
notre	notre	DETpos	PERS.=1|NOMB.=p|GENRE=m
profit	profit	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
Eſprit	esprit	NOMpro	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
Loix	loi	NOMpro	NOMB.=p|GENRE=f
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
cet	ce	DETdem	NOMB.=s|GENRE=m
Ouvrage	ouvrage	NOMpro	NOMB.=s|GENRE=m
-ci	ci	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=m
Auteur	auteur	NOMpro	NOMB.=s|GENRE=m
voyoit	voir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
l’	le	DETdef	NOMB.=s|GENRE=m
empire	empire	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
Dames	dame	NOMpro	NOMB.=p|GENRE=f
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
aujourd’hui	aujourd'hui	ADVgen	MORPH=empty
ſur	sur	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
penſées	pensée	NOMcom	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
aſſurer	assurer	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Diſciples	disciple	NOMpro	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cherché	chercher	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
rendre	rendre	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Maîtres	maître	NOMpro	NOMB.=p|GENRE=m
favorables	favorable	ADJqua	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
parlé	parler	VERppe	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	MORPH=empty
leur	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
familiere	familier	ADJqua	NOMB.=s|GENRE=f
&	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
agréable	agréable	ADJqua	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m
un	un	DETndf	NOMB.=s|GENRE=m
Roman	roman	NOMpro	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
peint	peindre	VERppe	NOMB.=s|GENRE=m
l’	le	DETdef	NOMB.=s|GENRE=m
amour	amour	NOMcom	NOMB.=s|GENRE=m
tel	tel	ADJind	NOMB.=s|GENRE=m
qu’	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ſentoit	sentir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
impétueux	impétueux	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
rarement	rarement	ADVgen	MORPH=empty
ſombre	sombre	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ſouvent	souvent	ADVgen	MORPH=empty
badin	badin	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
ARSACE	Arsace	NOMpro	NOMB.=s|GENRE=m
ET	et	CONcoo	MORPH=empty
ISMÉNIE	Isménie	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
HISTOIRE	histoire	NOMcom	NOMB.=s|GENRE=f
ORIENTALE	orientale	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Sur	sur	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
fin	fin	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
regne	règne	NOMcom	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
Artamene	Artamène	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Bactriane	Bactriane	NOMpro	NOMB.=s|GENRE=f
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
agitée	agiter	VERppe	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=f
diſcordes	discorde	NOMcom	NOMB.=p|GENRE=f
civiles	civil	ADJqua	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Ce	ce	DETdem	NOMB.=s|GENRE=m
Prince	prince	NOMpro	NOMB.=s|GENRE=m
mourut	mourir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
accablé	accabler	VERppe	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
ennuis	ennui	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
laiſſa	laisser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
trône	trône	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
fille	fille	NOMcom	NOMB.=s|GENRE=f
Iſménie	Isménie	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Aſpar	Aspar	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
premier	premier	ADJord	NOMB.=s|GENRE=m
eunuque	eunuque	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Palais	palais	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
eut	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
principale	principal	ADJqua	NOMB.=s|GENRE=f
direction	direction	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
affaires	affaire	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
deſiroit	désirer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
beaucoup	beaucoup	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
bien	bien	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
état	état	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
deſiroit	désirer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
fort	fort	ADVgen	MORPH=empty
peu	peu	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
pouvoir	pouvoir	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
connoiſſoit	connaître	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
jugeoit	juger	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
événements	événement	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
eſprit	esprit	NOMcom	NOMB.=s|GENRE=m
étoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
naturellement	naturellement	ADVgen	MORPH=empty
conciliateur	conciliateur	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
ame	âme	NOMcom	NOMB.=s|GENRE=f
ſembloit	sembler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
s’	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
approcher	approcher	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
autres	autre	PROind	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
paix	paix	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
qu’	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
n’	ne	ADVneg	MORPH=empty
oſoit	oser	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
eſpérer	espérer	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
rétablie	rétablir	VERppe	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Tel	tel	PROind	NOMB.=s|GENRE=m
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
preſtige	prestige	NOMcom	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
Aſpar	Aspar	NOMpro	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
chacun	chacun	PROind	NOMB.=s|GENRE=m
rentra	rentrer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
dans	dans	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
devoir	devoir	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
ignora	ignorer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
preſque	presque	ADVgen	MORPH=empty
qu’	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
en	en	PROadv	MORPH=empty
fût	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ſorti	sortir	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Sans	sans	PRE	MORPH=empty
effort	effort	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
ſans	sans	PRE	MORPH=empty
bruit	bruit	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ſavoit	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
faire	faire	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
grandes	grand	ADJqua	NOMB.=p|GENRE=f
choſes	chose	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
paix	paix	NOMcom	NOMB.=s|GENRE=f
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
troublée	troubler	VERppe	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Roi	roi	NOMpro	NOMB.=s|GENRE=m
d’	de	PRE	MORPH=empty
Hircanie	Hircanie	NOMpro	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
envoya	envoyer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
des	un	DETndf	NOMB.=p|GENRE=m
Ambaſſadeurs	ambassadeur	NOMpro	NOMB.=p|GENRE=m
pour	pour	PRE	MORPH=empty
demander	demander	VERinf	MORPH=empty
Iſménie	Isménie	NOMpro	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
mariage	mariage	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
,	,	PONfbl	MORPH=empty
ſur	sur	PRE	MORPH=empty
ſes	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
refus	refus	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
entra	entrer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
dans	dans	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Bactriane	Bactriane	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Cette	ce	DETdem	NOMB.=s|GENRE=f
entrée	entrée	NOMcom	NOMB.=s|GENRE=f
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ſinguliere	singulier	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Tantôt	tantôt	ADVgen	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
paroiſſoit	paraître	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
armé	armer	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
pieces	pièce	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
prêt	prêt	ADJqua	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
combattre	combattre	VERinf	MORPH=empty
ſes	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
ennemis	ennemi	NOMcom	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
tantôt	tantôt	ADVgen	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
voyoit	voir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
vêtu	vêtir	VERppe	NOMB.=s|GENRE=m
comme	comme	CONsub	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
amant	amant	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
l’	le	DETdef	NOMB.=s|GENRE=m
amour	amour	NOMcom	NOMB.=s|GENRE=m
conduit	conduire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
auprès	auprès	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
maîtreſſe	maître	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
menoit	mener	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
avec	avec	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
tout	tout	DETind	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	MORPH=empty
étoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
propre	propre	ADJqua	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
appareil	appareil	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
nôces	noce	NOMcom	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=m
danſeurs	danseur	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=m
joueurs	joueur	NOMcom	NOMB.=p|GENRE=m
d’	de	PRE	MORPH=empty
inſtruments	instrument	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=m
farceurs	farceur	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=m
cuiſiniers	cuisinier	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=m
eunuques	eunuque	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=f
femmes	femme	NOMcom	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
menoit	mener	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
avec	avec	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
une	un	DETndf	NOMB.=s|GENRE=f
formidable	formidable	ADJqua	NOMB.=s|GENRE=f
armée	armée	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
écrivoit	écrire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Reine	reine	NOMpro	NOMB.=s|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
lettres	lettre	NOMcom	NOMB.=p|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=f
plus	plus	ADVgen	MORPH=empty
tendres	tendre	ADJqua	NOMB.=p|GENRE=f
;	;	PONfbl	MORPH=empty
