form	lemma	POS	morph
une	un	DETndf	NOMB.=s|GENRE=f
autre	autre	ADJind	NOMB.=s|GENRE=f
proie	proie	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
faire	faire	VERinf	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
chasse	chasse	NOMcom	NOMB.=s|GENRE=f
acoustumee	accoutumer	VERppe	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
C	c	NOMcom	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
uacquer	vaquer	VERinf	MORPH=empty
a	à	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f
estude	étude	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
lettres	lettre	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
par	par	PRE	MORPH=empty
cas	cas	NOMcom	NOMB.=s|GENRE=m
d	de	PRE	MORPH=empty
auẽture	aventure	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
uenu	venir	VERppe	NOMB.=s|GENRE=m
entre	entre	PRE	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=f
mains	main	NOMcom	NOMB.=p|GENRE=f
ung	un	DETndf	NOMB.=s|GENRE=m
petit	petit	ADJqua	NOMB.=s|GENRE=m
liure	livre	NOMcom	NOMB.=s|GENRE=m
grec	grec	ADJqua	NOMB.=s|GENRE=m
lequel	lequel	PROrel	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
este	être	VERppe	NOMB.=s|GENRE=m
recouuert	recouvrir	VERppe	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
trouue	trouver	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
proye	proie	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
bataille	bataille	NOMcom	NOMB.=s|GENRE=f
faicte	faire	VERppe	NOMB.=s|GENRE=f
sur	sur	PRE	MORPH=empty
mer	mer	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
lequel	lequel	DETrel	NOMB.=s|GENRE=m
liure	livre	NOMcom	NOMB.=s|GENRE=m
cõtient	contenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
soy	se	PROper	PERS.=3|GENRE=m|NOMB.=s|CAS=i
trente	trente	DETcar	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
trois	trois	DETcar	NOMB.=p|GENRE=f
petites	petit	ADJqua	NOMB.=p|GENRE=f
fables	fable	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
facecies	facétie	NOMcom	NOMB.=p|GENRE=f
ou	ou	CONcoo	MORPH=empty
apologues	apologue	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Ezope	Ésope	NOMpro	NOMB.=s|GENRE=m
poete	poète	NOMcom	NOMB.=s|GENRE=m
grec	grec	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=r
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
toutes	tout	PROind	NOMB.=p|GENRE=f
chassees	chasser	VERppe	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
prinses	prendre	VERppe	NOMB.=p|GENRE=f
ou	en_le	PRE.DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
espace	espace	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
deux	deux	DETcar	NOMB.=p|GENRE=m
iours	jour	NOMcom	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
icelles	icelui	PROdem	NOMB.=p|GENRE=f
conuerties	convertir	VERppe	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
grec	grec	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
latin	latin	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
pourtant	pourtant	ADVgen	MORPH=empty
chier	cher	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
parfait	parfait	ADJqua	NOMB.=s|GENRE=m
amy	ami	NOMcom	NOMB.=s|GENRE=m
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
enuoye	envoyer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=f
dictes	dire	VERppe	NOMB.=p|GENRE=f
trẽte	trente	DETcar	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
trois	trois	DETcar	NOMB.=p|GENRE=f
petites	petit	ADJqua	NOMB.=p|GENRE=f
fables	fable	NOMcom	NOMB.=p|GENRE=f
ou	ou	CONcoo	MORPH=empty
cailles	caille	NOMcom	NOMB.=p|GENRE=f
(	(	PONpga	MORPH=empty
se	si	CONsub	MORPH=empty
mieulx	mieux	ADVgen	MORPH=empty
cailles	caille	NOMcom	NOMB.=p|GENRE=f
q̃	que	CONsub	MORPH=empty
fables	fable	NOMcom	NOMB.=p|GENRE=f
les	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=r
ueulx	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
appeller	appeler	VERinf	MORPH=empty
)	)	PONpdr	MORPH=empty
en	en	PRE	MORPH=empty
la	le	PROper	NOMB.=s|GENRE=f|CAS=r
prĩse	prise	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
proye	proie	NOMcom	NOMB.=s|GENRE=f
desquelles	de_lequel	PRE.PROrel	NOMB.=p|GENRE=f
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
puisse	pouvoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s
iouer	jouer	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
delecter	délecter	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
recreer	récréer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
certes	certes	ADVgen	MORPH=empty
se	si	CONsub	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=n
lisons	lire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
q̃	que	CONsub	MORPH=empty
octouian	Octavien	NOMpro	NOMB.=s|GENRE=m
cesar	César	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
marcꝰ	Marcus	NOMpro	NOMB.=s|GENRE=m
antonius	@latin	OUT	MORPH=empty
prĩces	prince	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
empereurs	empereur	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
se	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
autreffois	autrefois	ADVgen	MORPH=empty
esiouys	éjouir	VERppe	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
qu	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
prins	prendre	VERppe	NOMB.=p|GENRE=m
plaisir	plaisir	NOMcom	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
gibier	gibier	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
esbat	ébat	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
cailles	caille	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
toy	tu	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
qͥ	qui	PROrel	NOMB.=s|GENRE=x
aymes	aimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=f
lettres	lettre	NOMcom	NOMB.=p|GENRE=f
tres	très	ADVgen	MORPH=empty
parfaictement	parfait	ADVgen	MORPH=empty
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
esiouyras	éjouir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=s
en	en	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
nouuelle	nouveau	ADJqua	NOMB.=s|GENRE=f
maniere	manière	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
chasse	chasse	NOMcom	NOMB.=s|GENRE=f
litterale	littéral	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
se	si	CONsub	MORPH=empty
aucun	aucun	ADJind	NOMB.=s|GENRE=m
chasseur	chasseur	NOMcom	NOMB.=s|GENRE=m
eust	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
donne	donner	VERppe	NOMB.=s|GENRE=m
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
dessus	dessus	ADVgen	MORPH=empty
dits	dire	VERppe	NOMB.=p|GENRE=m
octouian	Octavien	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
marc	Marc	NOMpro	NOMB.=s|GENRE=m
ung	un	DETdef	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
dis	dire	VERppe	NOMB.=p|GENRE=m
oyseaux	oiseau	NOMcom	NOMB.=p|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
leur	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
eust	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
fait	faire	VERppe	NOMB.=s|GENRE=m
chose	chose	NOMcom	NOMB.=s|GENRE=f
tres	très	ADVgen	MORPH=empty
agreable	agréable	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
plaine	plein	ADJqua	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ioye	joie	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
Ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
Deueray	devoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
estre	être	VERinf	MORPH=empty
agreable	agréable	ADJqua	NOMB.=s|GENRE=x
et	et	CONcoo	MORPH=empty
faire	faire	VERinf	MORPH=empty
ioye	joie	NOMcom	NOMB.=s|GENRE=f
se	si	CONsub	MORPH=empty
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
enuoye	envoyer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
en	en	PRE	MORPH=empty
pur	pur	ADJqua	NOMB.=s|GENRE=m
don	don	NOMcom	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
trente	trente	DETcar	NOMB.=p|GENRE=m
oyseaux	oiseau	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	il	DETdef	NOMB.=s|GENRE=f
dessus	dessus	ADVgen	MORPH=empty
dicte	dire	VERppe	NOMB.=s|GENRE=f
maniere	manière	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
chasser	chasser	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
sans	sans	PRE	MORPH=empty
doubte	doute	NOMcom	NOMB.=s|GENRE=m
ces	ce	DETdem	NOMB.=p|GENRE=f
presentes	présent	ADJqua	NOMB.=p|GENRE=f
petites	petit	ADJqua	NOMB.=p|GENRE=f
fables	fable	NOMcom	NOMB.=p|GENRE=f
ou	ou	CONcoo	MORPH=empty
cailles	caille	NOMcom	NOMB.=p|GENRE=f
nourrissẽt	nourrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
grandemẽt	grandement	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
n	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
pas	pas	ADVneg	MORPH=empty
en	en	PRE	MORPH=empty
soy	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=i
moins	moins	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
fleur	fleur	NOMcom	NOMB.=s|GENRE=f
q̃	que	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
fruit	fruit	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	NOMB.=s|GENRE=n
c	ce	DETdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
chose	chose	NOMcom	NOMB.=s|GENRE=f
insolente	insolent	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
peu	peu	ADVgen	MORPH=empty
agreable	agréable	ADJqua	NOMB.=s|GENRE=f
quãt	quand	CONsub	MORPH=empty
aucũ	aucun	PROind	NOMB.=s|GENRE=m
loue	louer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
attolle	attoller	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ou	ou	CONcoo	MORPH=empty
eslieue	élever	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
don	don	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
a	à	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
cause	cause	NOMcom	NOMB.=s|GENRE=f
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
feray	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
cy	ci	ADVgen	MORPH=empty
fin	fin	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
cesseray	cesser	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
louenge	louange	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
dictes	dire	VERppe	NOMB.=p|GENRE=f
fables	fable	NOMcom	NOMB.=s|GENRE=f
Touteffois	toutefois	ADVgen	MORPH=empty
rescris	récrire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
se	si	CONsub	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
aimes	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
mieulx	mieux	ADVgen	MORPH=empty
auoir	avoir	VERinf	MORPH=empty
Des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
cailles	caille	NOMcom	NOMB.=p|GENRE=f
urayes	vrai	ADJqua	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
naturelles	naturel	ADJqua	NOMB.=p|GENRE=f
que	que	CONsub	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=f
p̃sentes	présent	ADJqua	NOMB.=p|GENRE=f
fables	fable	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
quant	quand	CONsub	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
seroit	roit	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
enuoieroye	envoyer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
pas	pas	ADVneg	MORPH=empty
seulement	seulement	ADVgen	MORPH=empty
Des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
cailles	caille	NOMcom	NOMB.=p|GENRE=f
mais	mais	CONcoo	MORPH=empty
auecques	avec	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
Des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
perdris	perdrix	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Escript	écrire	VERppe	NOMB.=s|GENRE=n
en	en	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
cite	cité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
cayete	Gaète	NOMpro	NOMB.=s|GENRE=x
ces	ce	DETdem	NOMB.=p|GENRE=f
kalendes	calendes	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
may	mai	NOMcom	NOMB.=s|GENRE=m
mil	mil	ADJcar	NOMB.=s|GENRE=m
iiii	quatre	ADJcar	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
C	cent	ADJcar	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
xxxuiii	trente-huit	ADJcar	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
premier	premier	ADJord	NOMB.=s|GENRE=m
Apologue	apologue	NOMpro	NOMB.=s|GENRE=m
ou	ou	CONcoo	MORPH=empty
fable	fable	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
regnart	renard	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
Du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
cheureau	chevreau	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
cõmence	commencer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ou	en	PRE	MORPH=empty
latin	latin	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Uulpes	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
LE	le	DETdef	NOMB.=s|GENRE=m
regnart	renard	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
cheure	chèvre	NOMcom	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
ung	un	DETndf	NOMB.=s|GENRE=m
iour	jour	NOMcom	NOMB.=s|GENRE=m
D	de	PRE	MORPH=empty
este	été	NOMcom	NOMB.=s|GENRE=m
ou	à	PRE	MORPH=empty
quel	quel	PROrel	NOMB.=s|GENRE=m
faisoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
grãt	grand	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
excessif	excessif	ADJqua	NOMB.=s|GENRE=m
chault	chaud	NOMcom	NOMB.=s|GENRE=m
estoient	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
alteres	altérer	VERppe	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
mors	mort	ADJqua	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
soif	soif	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
subuenir	subvenir	VERinf	MORPH=empty
a	à	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
alteration	altération	NOMcom	NOMB.=s|GENRE=f
firent	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
diligence	diligence	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
cerchier	chercher	VERinf	MORPH=empty
aucune	aucun	DETind	NOMB.=s|GENRE=f
riuiere	rivière	NOMcom	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
autre	autre	DETind	NOMB.=s|GENRE=f
eaue	eau	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
