form	lemma	POS	morph
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ingere	ingérer	VERppe	NOMB.=s|GENRE=m
d	de	PRE	MORPH=empty
ung	un	DETndf	NOMB.=s|GENRE=m
treſardant	trèsardant	ADJqua	NOMB.=s|GENRE=m
couraige	courage	NOMcom	NOMB.=s|GENRE=m
De	de	PRE	MORPH=empty
compoſer	composer	VERinf	MORPH=empty
ceſtuy	ce	DETdem	NOMB.=s|GENRE=m
petit	petit	ADJqua	NOMB.=s|GENRE=m
ouuraige	ouvrage	NOMcom	NOMB.=s|GENRE=m
Intitule	intituler	VERppe	NOMB.=s|GENRE=m
pluſieurs	plusieurs	DETind	NOMB.=p|GENRE=m
menus	menu	ADJqua	NOMB.=p|GENRE=m
propos	propos	NOMcom	NOMB.=p|GENRE=m
Mieulx	mieux	ADVgen	MORPH=empty
uault	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ueiller	veiller	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
prendre	prendre	VERinf	MORPH=empty
long	long	ADJqua	NOMB.=s|GENRE=m
repos	repos	NOMcom	NOMB.=s|GENRE=m
Pource	pour_ce	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
aucuns	aucun	PROind	NOMB.=p|GENRE=m
figurent	figurer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
ariſtote	Aristote	NOMpro	NOMB.=s|GENRE=m
A	à	PRE	MORPH=empty
quatre	quatre	DETcar	NOMB.=p|GENRE=m
pieds	pied	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
femme	femme	NOMcom	NOMB.=s|GENRE=f
ſotte	sot	ADJqua	NOMB.=s|GENRE=f
Sur	sur	PRE	MORPH=empty
icelluy	icelui	DETdem	NOMB.=s|GENRE=m
faignant	feindre	VERppa	NOMB.=p|GENRE=m
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
cheuaucher	chevaucher	VERinf	MORPH=empty
Vng	un	ADJqua	NOMB.=s|GENRE=m
uiateur	viateur	NOMcom	NOMB.=s|GENRE=m
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
grant	grand	ADJqua	NOMB.=s|GENRE=m
amy	ami	NOMcom	NOMB.=s|GENRE=m
treſcher	très_cher	ADJqua	NOMB.=s|GENRE=m
M	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ſupplie	supplier	VERppe	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
vers	vers	NOMcom	NOMB.=p|GENRE=m
mondains	mondain	ADJqua	NOMB.=p|GENRE=m
procure	procurer	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
Si	si	CONsub	MORPH=empty
poſſible	possible	ADJqua	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
oſter	ôter	VERinf	MORPH=empty
ceſte	ce	DETdem	NOMB.=s|GENRE=f
iniure	injure	NOMcom	NOMB.=s|GENRE=f
Veu	voir	VERppe	NOMB.=s|GENRE=n
que	que	CONsub	MORPH=empty
ung	un	DETndf	NOMB.=s|GENRE=m
tel	tel	ADJind	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
ſcience	science	NOMcom	NOMB.=s|GENRE=f
parfaict	parfait	ADJqua	NOMB.=s|GENRE=m
Ne	ne	ADVneg	MORPH=empty
permiſt	permettre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
onc	onques	ADVgen	MORPH=empty
commettre	commettre	VERinf	MORPH=empty
ung	un	DETndf	NOMB.=s|GENRE=m
laſche	lâche	ADJqua	NOMB.=s|GENRE=m
faict	fait	NOMcom	NOMB.=s|GENRE=m
Philoſophie	philosophie	NOMcom	NOMB.=s|GENRE=f
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
ſoy	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i
moralle	moral	NOMcom	NOMB.=s|GENRE=f
En	en	PRE	MORPH=empty
expoſant	exposer	VERppa	NOMB.=s|GENRE=f
auſſi	aussi	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
naturalle	naturelle	NOMcom	NOMB.=s|GENRE=f
Parquoy	par_quoi	PRE.PROrel	NOMB.=s|GENRE=n
l	le	DETdef	NOMB.=s|GENRE=n
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mettre	mettre	VERinf	MORPH=empty
ſur	sur	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
raiſon	raison	NOMcom	NOMB.=s|GENRE=f
Comme	comme	CONsub	MORPH=empty
voyez	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
c	ce	DETdem	NOMB.=s|GENRE=n
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
droit	droit	ADJqua	NOMB.=s|GENRE=m
blaſon	blason	NOMcom	NOMB.=s|GENRE=m
⁋	à	CONcoo	MORPH=empty
Raiſon	raison	NOMcom	NOMB.=s|GENRE=f
deſſus	dessus	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
figure	figure	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Aristote	Aristote	NOMpro	NOMB.=s|GENRE=m
RAiſon	raison	NOMcom	NOMB.=s|GENRE=f
ſuis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ſubtile	subtil	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
argute	argut	ADJqua	NOMB.=s|GENRE=f
Qui	qui	PROrel	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
faulx	faux	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
vray	vrai	NOMcom	NOMB.=s|GENRE=m
diſpute	dispute	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
Affin	afin	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
bien	bien	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
clerement	clairement	ADVgen	MORPH=empty
Appliquer	appliquer	VERinf	MORPH=empty
tout	tout	ADJind	NOMB.=s|GENRE=m
predicament	prédicament	NOMcom	NOMB.=s|GENRE=m
Et	et	CONcoo	MORPH=empty
determiner	déterminer	VERinf	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
ſecretz	secret	NOMcom	NOMB.=p|GENRE=m
De	de	PRE	MORPH=empty
droitz	droit	NOMcom	NOMB.=p|GENRE=m
mundiaulx	mondial	ADJqua	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
decretz	décret	NOMcom	NOMB.=p|GENRE=m
Et	et	CONcoo	MORPH=empty
reprimer	réprimer	VERinf	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
iniures	injure	NOMcom	NOMB.=p|GENRE=f
Les	le	DETdef	NOMB.=p|GENRE=m
faulx	faux	ADJqua	NOMB.=p|GENRE=m
poix	poids	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
faulces	faux	ADJqua	NOMB.=p|GENRE=f
meſures	mesure	NOMcom	NOMB.=p|GENRE=f
Quietement	quiètement	ADVgen	MORPH=empty
proſperera	prospérer	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
Qui	qui	PROrel	NOMB.=s|GENRE=x
par	par	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
gouuernera	gouverner	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
L	le	DETdef	NOMB.=s|GENRE=m
acteur	acteur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Pere	père	NOMcom	NOMB.=s|GENRE=m
Ariſtote	Aristote	NOMpro	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
philoſophie	philosophie	NOMcom	NOMB.=s|GENRE=f
Et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
ars	art	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
naturelle	naturel	ADJqua	NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
En	en	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
ſes	son	ADJpos	NOMB.=p|GENRE=m
faitz	fait	NOMcom	NOMB.=p|GENRE=m
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
ſubmiſt	soumettre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
raiſon	raison	NOMcom	NOMB.=s|GENRE=f
Parquoy	par_quoi	PRE.PROrel	NOMB.=s|GENRE=n
ſcient	scier	VERppa	NOMB.=s|GENRE=m
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ſans	sans	PRE	MORPH=empty
comparaiſon	comparaison	NOMcom	NOMB.=s|GENRE=f
Car	car	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
icelle	icelui	PROdem	NOMB.=s|GENRE=f
enquerant	enquérir	VERppa	NOMB.=s|GENRE=f
verite	vérité	NOMcom	NOMB.=s|GENRE=f
Magnifia	magnifier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
uertus	vertu	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
equite	équité	NOMcom	NOMB.=s|GENRE=f
Et	et	CONcoo	MORPH=empty
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
marcher	marcher	VERinf	MORPH=empty
ſur	sur	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
garder	garder	VERinf	MORPH=empty
De	de	PRE	MORPH=empty
trop	trop	ADVgen	MORPH=empty
menger	manger	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
parler	parler	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
brocarder	brocarder	VERinf	MORPH=empty
Et	et	CONcoo	MORPH=empty
refrener	réfréner	VERinf	MORPH=empty
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
voulente	volonté	NOMcom	NOMB.=s|GENRE=f
mobille	mobile	ADJqua	NOMB.=s|GENRE=f
De	de	PRE	MORPH=empty
fouruoyer	fourvoyer	VERinf	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
champs	champ	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
a	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
ville	ville	NOMcom	NOMB.=s|GENRE=f
Pour	pour	PRE	MORPH=empty
non	non	ADVneg	MORPH=empty
tumber	tomber	VERinf	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
dãger	danger	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
brigans	brigand	NOMcom	NOMB.=p|GENRE=m
Tenebreux	ténébreux	ADJqua	NOMB.=p|GENRE=m
lieux	lieu	NOMcom	NOMB.=p|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
latitans	latiter	VERppa	NOMB.=p|GENRE=m
Raiſon	raison	NOMcom	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=n
Cronique	chronique	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
preſent	présent	ADJqua	NOMB.=s|GENRE=m
L	le	DETdef	NOMB.=s|GENRE=m
An	an	NOMcom	NOMB.=s|GENRE=m
mil	mille	ADJcar	NOMB.=s|GENRE=m
cinq	cinq	DEtcar	NOMB.=p|GENRE=m
cens	cent	NOMcom	NOMB.=p|GENRE=m
uingt	vingt	ADJcar	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
ung	un	ADJcar	NOMB.=s|GENRE=m
paix	paix	NOMcom	NOMB.=s|GENRE=f
regna	régner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Dont	dont	PROrel	NOMB.=s|GENRE=n
le	le	DETdef	NOMB.=s|GENRE=m
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
mars	Mars	NOMpro	NOMB.=s|GENRE=m
ſi	si	ADVgen	MORPH=empty
treſfort	très_fort	ADVgen	MORPH=empty
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
indigna	indigner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Quil	que_il	CONsub.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
deſploya	déployer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=m
eſtandard	étendard	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
follie	folie	NOMcom	NOMB.=s|GENRE=f
Dont	dont	PROrel	NOMB.=s|GENRE=m
fiſt	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
preſent	présent	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
rigueur	rigueur	NOMcom	NOMB.=s|GENRE=f
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
donna	donner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
A	à	PRE	MORPH=empty
ſes	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
enſans	enfant	NOMcom	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
auſquelz	à_lequel	PRE.PROrel	NOMB.=p|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ordonna	ordonner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
De	de	PRE	MORPH=empty
mettre	mettre	VERinf	MORPH=empty
a	à	PRE	MORPH=empty
mort	mort	NOMcom	NOMB.=s|GENRE=f
paix	paix	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=f
princes	prince	NOMcom	NOMB.=p|GENRE=m
allie	allier	VERppe	NOMB.=p|GENRE=m
Quant	quand	CONsub	MORPH=empty
paix	paix	NOMcom	NOMB.=s|GENRE=f
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r
ſceut	savoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f
fiſt	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ſaillie	saillie	NOMcom	NOMB.=s|GENRE=f
Et	et	CONcoo	MORPH=empty
d	de	PRE	MORPH=empty
allemaigne	Allemagne	NOMpro	NOMB.=s|GENRE=f
eut	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ſa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
place	place	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
Lorraine	Lorraine	NOMpro	NOMB.=s|GENRE=f
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
moyennant	moyenner	VERppa	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
bon	bon	ADJqua	NOMB.=s|GENRE=m
duc	duc	NOMcom	NOMB.=s|GENRE=m
Anthoine	Antoine	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
En	en	PRE	MORPH=empty
ce	ce	DEtdem	NOMB.=s|GENRE=m
dit	dire	VERppe	NOMB.=s|GENRE=m
an	an	NOMcom	NOMB.=s|GENRE=m
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
y	y	PROadv	MORPH=empty
eut	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
deux	deux	DETcar	NOMB.=p|GENRE=m
ſouldare	soudard	NOMcom	NOMB.=p|GENRE=m
Qui	qui	PROrel	NOMB.=p|GENRE=m
mirent	mettre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
ſus	sus	PRE	MORPH=empty
guidons	guidon	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
eſtandare	étendard	NOMcom	NOMB.=p|GENRE=m
En	en	PRE	MORPH=empty
eſmouuant	émouvoir	VERppa	NOMB.=p|GENRE=m
une	un	DETndf	NOMB.=s|GENRE=f
folle	fou	ADJqua	NOMB.=s|GENRE=f
querelle	querelle	NOMcom	NOMB.=s|GENRE=f
A	à	PRE	MORPH=empty
lors	lors	ADVgen	MORPH=empty
diſcorde	discorde	NOMcom	NOMB.=s|GENRE=f
empoigna	empoigner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lance	lance	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
dars	dard	NOMcom	NOMB.=p|GENRE=m
Les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
pouruoyant	pourvoir	VERppa	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
picques	pique	NOMcom	NOMB.=p|GENRE=m
auſſi	aussi	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
arcs	arc	NOMcom	NOMB.=p|GENRE=m
Dont	dont	PROrel	NOMB.=p|GENRE=m
fit	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
preſens	présent	NOMcom	NOMB.=p|GENRE=m
a	à	PRE	MORPH=empty
gens	gens	NOMcom	NOMB.=p|GENRE=m
pareilz	pareil	ADJqua	NOMB.=p|GENRE=m
a	à	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
Ainſi	ainsi	ADVgen	MORPH=empty
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
eſmeut	émouvoir	VERppe	NOMB.=s|GENRE=f
guerre	guerre	NOMcom	NOMB.=s|GENRE=f
non	non	ADVneg	MORPH=empty
trop	trop	ADVgen	MORPH=empty
cruelle	cruel	ADJqua	NOMB.=s|GENRE=f
Car	car	CONcoo	MORPH=empty
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
n	ne	ADVneg	MORPH=empty
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
pour	pour	PRE	MORPH=empty
ung	un	DETndf	NOMB.=s|GENRE=m
uireton	vireton	NOMcom	NOMB.=s|GENRE=m
Maint	maint	ADVgen	MORPH=empty
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
batu	battre	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
propre	propre	ADJqua	NOMB.=s|GENRE=m
baſton	bâton	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Oi	di	CONcoo	MORPH=empty
aduint	advenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
que	que	CONsub	MORPH=empty
ſoubz	sous	PRE	MORPH=empty
umbre	ombre	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
bien	bien	NOMcom	NOMB.=s|GENRE=m
L	le	DETdef	NOMB.=s|GENRE=m
aigle	aigle	NOMcom	NOMB.=s|GENRE=m
uolla	voler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
diſant	dire	VERppa	NOMB.=s|GENRE=m
trouuer	trouver	VERinf	MORPH=empty
moyen	moyen	NOMcom	NOMB.=s|GENRE=m
De	de	PRE	MORPH=empty
briſer	briser	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
rompre	rompre	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
abolir	abolir	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
deſtruire	détruire	VERinf	MORPH=empty
Lieux	lieu	NOMcom	NOMB.=p|GENRE=m
larcineux	larcineux	ADJqua	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
n	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
eſpargnoit	épargner	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
rien	rien	PROind	NOMB.=s|GENRE=n
Tant	tant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
diſoit	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
per	@unknown	OUT	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
terrien	terrien	NOMcom	NOMB.=s|GENRE=m
Seroit	être	VERcjg	MODE=con|PERS.=3|NOMB.=s
tenu	tenir	VERppe	NOMB.=s|GENRE=m
deſſoubz	dessous	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
ſe	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
reduyre	réduire	VERinf	MORPH=empty
Veu	voir	VERppe	NOMB.=s|GENRE=m
quil	que_il	CONsubPROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prenoit	prendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
plaiſir	plaisir	NOMcom	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
ſoy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
deduyre	déduire	VERinf	MORPH=empty
Que	que	CONsub	MORPH=empty
marchandiſe	marchandise	NOMcom	NOMB.=s|GENRE=f
allaſt	aller	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
chemin	chemin	NOMcom	NOMB.=s|GENRE=m
Bien	bien	ADVgen	MORPH=empty
cõmencer	commencer	VERinf	MORPH=empty
uault	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
peu	peu	ADVgen	MORPH=empty
ſans	sans	PRE	MORPH=empty
bonne	bon	ADJqua	NOMB.=s|GENRE=f
fin	fin	NOMcom	NOMB.=s|GENRE=f
Lyon	lion	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ſable	sable	NOMcom	NOMB.=s|GENRE=m
eſtant	être	VERppa	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m
aigle	aigle	NOMcom	NOMB.=s|GENRE=m
uny	unir	VERppe	NOMB.=s|GENRE=m
